"id","sp","rep","site","ind","twig","treatcode","warm","photo","chill","position","gen","row","col"
"VIBCAS07_SH_01","VIBCAS","07","SH","VIBCAS07_SH","01","WL2","warm","long","chill2",12,"VIB",4,2
"QUERUB04_SH_05","QUERUB","04","SH","QUERUB04_SH","05","WL2","warm","long","chill2",12,"QUE",4,2
"POPGRA07_HF_07","POPGRA","07","HF","POPGRA07_HF","07","WL2","warm","long","chill2",13,"POP",5,2
"ACEPEN03_HF_01","ACEPEN","03","HF","ACEPEN03_HF","01","WL2","warm","long","chill2",13,"ACE",5,2
"FAGGRA07_SH_02","FAGGRA","07","SH","FAGGRA07_SH","02","WL2","warm","long","chill2",14,"FAG",6,2
"POPGRA02_SH_05","POPGRA","02","SH","POPGRA02_SH","05","WL2","warm","long","chill2",14,"POP",6,2
"POPGRA05_SH_04","POPGRA","05","SH","POPGRA05_SH","04","WL2","warm","long","chill2",15,"POP",7,2
"ACESAC99_HF_07","ACESAC","99","HF","ACESAC99_HF","07","WL2","warm","long","chill2",15,"ACE",7,2
"BETPAP06_SH_06","BETPAP","06","SH","BETPAP06_SH","06","WL2","warm","long","chill2",16,"BET",8,2
"FAGGRA14_HF_10","FAGGRA","14","HF","FAGGRA14_HF","10","WL2","warm","long","chill2",16,"FAG",8,2
"ILEMUC05_HF_07","ILEMUC","05","HF","ILEMUC05_HF","07","WL2","warm","long","chill2",17,"ILE",1,3
"BETPAP13_HF_07","BETPAP","13","HF","BETPAP13_HF","07","WL2","warm","long","chill2",17,"BET",1,3
"QUERUB16_HF_03","QUERUB","16","HF","QUERUB16_HF","03","WL2","warm","long","chill2",18,"QUE",2,3
"VIBLAN02_SH_05","VIBLAN","02","SH","VIBLAN02_SH","05","WL2","warm","long","chill2",18,"VIB",2,3
"ACERUB07_SH_04","ACERUB","07","SH","ACERUB07_SH","04","WL2","warm","long","chill2",19,"ACE",3,3
"VIBCAS01_SH_10","VIBCAS","01","SH","VIBCAS01_SH","10","WL2","warm","long","chill2",19,"VIB",3,3
"FAGGRA13_HF_02","FAGGRA","13","HF","FAGGRA13_HF","02","WL2","warm","long","chill2",20,"FAG",4,3
"ILEMUC05_SH_01","ILEMUC","05","SH","ILEMUC05_SH","01","WL2","warm","long","chill2",20,"ILE",4,3
"FAGGRA06_SH_02","FAGGRA","06","SH","FAGGRA06_SH","02","WL2","warm","long","chill2",21,"FAG",5,3
"POPGRA01_SH_02","POPGRA","01","SH","POPGRA01_SH","02","WL2","warm","long","chill2",21,"POP",5,3
"ACESAC10_SH_05","ACESAC","10","SH","ACESAC10_SH","05","WL2","warm","long","chill2",22,"ACE",6,3
"ILEMUC04_HF_10","ILEMUC","04","HF","ILEMUC04_HF","10","WL2","warm","long","chill2",22,"ILE",6,3
"FAGGRA02_SH_03","FAGGRA","02","SH","FAGGRA02_SH","03","WL2","warm","long","chill2",23,"FAG",7,3
"VIBLAN12_HF_05","VIBLAN","12","HF","VIBLAN12_HF","05","WL2","warm","long","chill2",23,"VIB",7,3
"POPGRA04_SH_12","POPGRA","04","SH","POPGRA04_SH","12","WL2","warm","long","chill2",24,"POP",8,3
"ACERUB13_HF_10","ACERUB","13","HF","ACERUB13_HF","10","WL2","warm","long","chill2",24,"ACE",8,3
"ILEMUC03_HF_07","ILEMUC","03","HF","ILEMUC03_HF","07","WL2","warm","long","chill2",25,"ILE",1,4
"ACESAC06_HF_04","ACESAC","06","HF","ACESAC06_HF","04","WL2","warm","long","chill2",25,"ACE",1,4
"VIBCAS10_HF_06","VIBCAS","10","HF","VIBCAS10_HF","06","WL2","warm","long","chill2",26,"VIB",2,4
"QUERUB23_HF_05","QUERUB","23","HF","QUERUB23_HF","05","WL2","warm","long","chill2",26,"QUE",2,4
"ACESAC02_HF_08","ACESAC","02","HF","ACESAC02_HF","08","WL2","warm","long","chill2",27,"ACE",3,4
"BETALL08_SH_05","BETALL","08","SH","BETALL08_SH","05","WL2","warm","long","chill2",27,"BET",3,4
"ACEPEN04_HF_12","ACEPEN","04","HF","ACEPEN04_HF","12","WL2","warm","long","chill2",28,"ACE",4,4
"BETPAP14_HF_12","BETPAP","14","HF","BETPAP14_HF","12","WL2","warm","long","chill2",28,"BET",4,4
"ACERUB14_HF_11","ACERUB","14","HF","ACERUB14_HF","11","WL2","warm","long","chill2",29,"ACE",5,4
"QUERUB06_SH_04","QUERUB","06","SH","QUERUB06_SH","04","WL2","warm","long","chill2",29,"QUE",5,4
"FAGGRA08_SH_03","FAGGRA","08","SH","FAGGRA08_SH","03","WL2","warm","long","chill2",30,"FAG",6,4
"BETALL09_SH_10","BETALL","09","SH","BETALL09_SH","10","WL2","warm","long","chill2",30,"BET",6,4
"BETALL20_HF_07","BETALL","20","HF","BETALL20_HF","07","WL2","warm","long","chill2",31,"BET",7,4
"QUERUB05_SH_09","QUERUB","05","SH","QUERUB05_SH","09","WL2","warm","long","chill2",31,"QUE",7,4
"ACESAC05_HF_04","ACESAC","05","HF","ACESAC05_HF","04","WL2","warm","long","chill2",32,"ACE",8,4
"BETALL03_SH_05","BETALL","03","SH","BETALL03_SH","05","WL2","warm","long","chill2",32,"BET",8,4
"QUERUB20_HF_05","QUERUB","20","HF","QUERUB20_HF","05","WL2","warm","long","chill2",33,"QUE",1,5
"VIBLAN04_SH_02","VIBLAN","04","SH","VIBLAN04_SH","02","WL2","warm","long","chill2",33,"VIB",1,5
"QUERUB08_SH_10","QUERUB","08","SH","QUERUB08_SH","10","WL2","warm","long","chill2",34,"QUE",2,5
"ILEMUC03_SH_04","ILEMUC","03","SH","ILEMUC03_SH","04","WL2","warm","long","chill2",34,"ILE",2,5
"QUERUB07_SH_08","QUERUB","07","SH","QUERUB07_SH","08","WL2","warm","long","chill2",35,"QUE",3,5
"ACERUB06_SH_04","ACERUB","06","SH","ACERUB06_SH","04","WL2","warm","long","chill2",35,"ACE",3,5
"QUERUB21_HF_01","QUERUB","21","HF","QUERUB21_HF","01","WL2","warm","long","chill2",36,"QUE",4,5
"BETPAP04_SH_10","BETPAP","04","SH","BETPAP04_SH","10","WL2","warm","long","chill2",36,"BET",4,5
"ACERUB10_SH_08","ACERUB","10","SH","ACERUB10_SH","08","WL2","warm","long","chill2",37,"ACE",5,5
"BETPAP09_SH_04","BETPAP","09","SH","BETPAP09_SH","04","WL2","warm","long","chill2",37,"BET",5,5
"VIBLAN05_SH_03","VIBLAN","05","SH","VIBLAN05_SH","03","WL2","warm","long","chill2",38,"VIB",6,5
"ILEMUC06_SH_07","ILEMUC","06","SH","ILEMUC06_SH","07","WL2","warm","long","chill2",38,"ILE",6,5
"FAGGRA05_SH_08","FAGGRA","05","SH","FAGGRA05_SH","08","WL2","warm","long","chill2",39,"FAG",7,5
"ACESAC07_HF_11","ACESAC","07","HF","ACESAC07_HF","11","WL2","warm","long","chill2",39,"ACE",7,5
"QUERUB17_HF_10","QUERUB","17","HF","QUERUB17_HF","10","WL2","warm","long","chill2",40,"QUE",8,5
"BETPAP10_SH_08","BETPAP","10","SH","BETPAP10_SH","08","WL2","warm","long","chill2",40,"BET",8,5
"ACESAC03_SH_11","ACESAC","03","SH","ACESAC03_SH","11","WL2","warm","long","chill2",41,"ACE",1,6
"BETALL10_SH_06","BETALL","10","SH","BETALL10_SH","06","WL2","warm","long","chill2",41,"BET",1,6
"ACEPEN06_SH_12","ACEPEN","06","SH","ACEPEN06_SH","12","WL2","warm","long","chill2",42,"ACE",2,6
"ILEMUC07_HF_05","ILEMUC","07","HF","ILEMUC07_HF","05","WL2","warm","long","chill2",42,"ILE",2,6
"ACEPEN12_HF_01","ACEPEN","12","HF","ACEPEN12_HF","01","WL2","warm","long","chill2",43,"ACE",3,6
"ILEMUC01_SH_11","ILEMUC","01","SH","ILEMUC01_SH","11","WL2","warm","long","chill2",43,"ILE",3,6
"POPGRA02_HF_12","POPGRA","02","HF","POPGRA02_HF","12","WL2","warm","long","chill2",44,"POP",4,6
"BETALL17_HF_05","BETALL","17","HF","BETALL17_HF","05","WL2","warm","long","chill2",44,"BET",4,6
"ACESAC02_SH_04","ACESAC","02","SH","ACESAC02_SH","04","WL2","warm","long","chill2",45,"ACE",5,6
"BETPAP15_HF_04","BETPAP","15","HF","BETPAP15_HF","04","WL2","warm","long","chill2",45,"BET",5,6
"QUERUB15_HF_09","QUERUB","15","HF","QUERUB15_HF","09","WL2","warm","long","chill2",46,"QUE",6,6
"VIBLAN10_HF_02","VIBLAN","10","HF","VIBLAN10_HF","02","WL2","warm","long","chill2",46,"VIB",6,6
"POPGRA06_SH_06","POPGRA","06","SH","POPGRA06_SH","06","WL2","warm","long","chill2",47,"POP",7,6
"VIBLAN11_HF_05","VIBLAN","11","HF","VIBLAN11_HF","05","WL2","warm","long","chill2",47,"VIB",7,6
"FAGGRA03_HF_11","FAGGRA","03","HF","FAGGRA03_HF","11","WL2","warm","long","chill2",48,"FAG",8,6
"ACERUB10_HF_07","ACERUB","10","HF","ACERUB10_HF","07","WL2","warm","long","chill2",48,"ACE",8,6
"ACESAC09_SH_11","ACESAC","09","SH","ACESAC09_SH","11","WL2","warm","long","chill2",49,"ACE",1,7
"BETPAP08_SH_08","BETPAP","08","SH","BETPAP08_SH","08","WL2","warm","long","chill2",49,"BET",1,7
"FAGGRA04_SH_04","FAGGRA","04","SH","FAGGRA04_SH","04","WL2","warm","long","chill2",50,"FAG",2,7
"VIBLAN06_SH_09","VIBLAN","06","SH","VIBLAN06_SH","09","WL2","warm","long","chill2",50,"VIB",2,7
"ACEPEN09_SH_03","ACEPEN","09","SH","ACEPEN09_SH","03","WL2","warm","long","chill2",51,"ACE",3,7
"POPGRA05_HF_05","POPGRA","05","HF","POPGRA05_HF","05","WL2","warm","long","chill2",51,"POP",3,7
"VIBLAN04_HF_01","VIBLAN","04","HF","VIBLAN04_HF","01","WL2","warm","long","chill2",52,"VIB",4,7
"ACEPEN01_HF_04","ACEPEN","01","HF","ACEPEN01_HF","04","WL2","warm","long","chill2",52,"ACE",4,7
"ACESAC07_SH_12","ACESAC","07","SH","ACESAC07_SH","12","WL2","warm","long","chill2",53,"ACE",5,7
"ILEMUC04_SH_12","ILEMUC","04","SH","ILEMUC04_SH","12","WL2","warm","long","chill2",53,"ILE",5,7
"ACEPEN04_SH_07","ACEPEN","04","SH","ACEPEN04_SH","07","WL2","warm","long","chill2",54,"ACE",6,7
"BETALL16_HF_09","BETALL","16","HF","BETALL16_HF","09","WL2","warm","long","chill2",54,"BET",6,7
"BETALL18_HF_09","BETALL","18","HF","BETALL18_HF","09","WL2","warm","long","chill2",55,"BET",7,7
"POPGRA03_HF_08","POPGRA","03","HF","POPGRA03_HF","08","WL2","warm","long","chill2",55,"POP",7,7
"VIBCAS06_SH_09","VIBCAS","06","SH","VIBCAS06_SH","09","WL2","warm","long","chill2",56,"VIB",8,7
"ACEPEN11_SH_05","ACEPEN","11","SH","ACEPEN11_SH","05","WL2","warm","long","chill2",56,"ACE",8,7
"VIBCAS08_SH_05","VIBCAS","08","SH","VIBCAS08_SH","05","WL2","warm","long","chill2",57,"VIB",1,8
"BETPAP07_HF_12","BETPAP","07","HF","BETPAP07_HF","12","WL2","warm","long","chill2",57,"BET",1,8
"BETALL01_SH_04","BETALL","01","SH","BETALL01_SH","04","WL2","warm","long","chill2",58,"BET",2,8
"ACEPEN02_HF_10","ACEPEN","02","HF","ACEPEN02_HF","10","WL2","warm","long","chill2",58,"ACE",2,8
"VIBCAS04_HF_04","VIBCAS","04","HF","VIBCAS04_HF","04","WL2","warm","long","chill2",59,"VIB",3,8
"BETPAP09_HF_04","BETPAP","09","HF","BETPAP09_HF","04","WL2","warm","long","chill2",59,"BET",3,8
"VIBCAS04_SH_11","VIBCAS","04","SH","VIBCAS04_SH","11","WL2","warm","long","chill2",60,"VIB",4,8
"POPGRA08_SH_07","POPGRA","08","SH","POPGRA08_SH","07","WL2","warm","long","chill2",60,"POP",4,8
"VIBCAS07_HF_01","VIBCAS","07","HF","VIBCAS07_HF","01","WL2","warm","long","chill2",61,"VIB",5,8
"QUERUB10_SH_12","QUERUB","10","SH","QUERUB10_SH","12","WL2","warm","long","chill2",61,"QUE",5,8
"VIBCAS03_HF_07","VIBCAS","03","HF","VIBCAS03_HF","07","WL2","warm","long","chill2",62,"VIB",6,8
"ACESAC10_HF_11","ACESAC","10","HF","ACESAC10_HF","11","WL2","warm","long","chill2",62,"ACE",6,8
"VIBLAN09_HF_04","VIBLAN","09","HF","VIBLAN09_HF","04","WL2","warm","long","chill2",63,"VIB",7,8
"FAGGRA09_HF_05","FAGGRA","09","HF","FAGGRA09_HF","05","WL2","warm","long","chill2",63,"FAG",7,8
"ACERUB99_HF_01","ACERUB","99","HF","ACERUB99_HF","01","WL2","warm","long","chill2",64,"ACE",8,8
"POPGRA06_HF_03","POPGRA","06","HF","POPGRA06_HF","03","WL2","warm","long","chill2",64,"POP",8,8
"ILEMUC06_HF_09","ILEMUC","06","HF","ILEMUC06_HF","09","WL2","warm","long","chill2",65,"ILE",1,9
"ACESAC99_SH_07","ACESAC","99","SH","ACESAC99_SH","07","WL2","warm","long","chill2",65,"ACE",1,9
"ACEPEN11_HF_05","ACEPEN","11","HF","ACEPEN11_HF","05","CL2","cool","long","chill2",1,"ACE",1,1
"POPGRA04_SH_01","POPGRA","04","SH","POPGRA04_SH","01","CL2","cool","long","chill2",1,"POP",1,1
"VIBCAS08_SH_12","VIBCAS","08","SH","VIBCAS08_SH","12","CL2","cool","long","chill2",2,"VIB",2,1
"POPGRA02_SH_04","POPGRA","02","SH","POPGRA02_SH","04","CL2","cool","long","chill2",2,"POP",2,1
"ACERUB99_HF_07","ACERUB","99","HF","ACERUB99_HF","07","CL2","cool","long","chill2",3,"ACE",3,1
"FAGGRA11_HF_04","FAGGRA","11","HF","FAGGRA11_HF","04","CL2","cool","long","chill2",3,"FAG",3,1
"BETALL20_HF_11","BETALL","20","HF","BETALL20_HF","11","CL2","cool","long","chill2",4,"BET",4,1
"ACEPEN04_HF_11","ACEPEN","04","HF","ACEPEN04_HF","11","CL2","cool","long","chill2",4,"ACE",4,1
"QUERUB15_HF_08","QUERUB","15","HF","QUERUB15_HF","08","CL2","cool","long","chill2",5,"QUE",5,1
"VIBLAN10_HF_07","VIBLAN","10","HF","VIBLAN10_HF","07","CL2","cool","long","chill2",5,"VIB",5,1
"QUERUB16_HF_09","QUERUB","16","HF","QUERUB16_HF","09","CL2","cool","long","chill2",6,"QUE",6,1
"VIBCAS03_HF_01","VIBCAS","03","HF","VIBCAS03_HF","01","CL2","cool","long","chill2",6,"VIB",6,1
"VIBCAS06_SH_08","VIBCAS","06","SH","VIBCAS06_SH","08","CL2","cool","long","chill2",7,"VIB",7,1
"ACEPEN02_HF_07","ACEPEN","02","HF","ACEPEN02_HF","07","CL2","cool","long","chill2",7,"ACE",7,1
"FAGGRA04_SH_06","FAGGRA","04","SH","FAGGRA04_SH","06","CL2","cool","long","chill2",8,"FAG",8,1
"ILEMUC06_SH_11","ILEMUC","06","SH","ILEMUC06_SH","11","CL2","cool","long","chill2",8,"ILE",8,1
"QUERUB08_SH_08","QUERUB","08","SH","QUERUB08_SH","08","CL2","cool","long","chill2",9,"QUE",1,2
"ACESAC03_SH_12","ACESAC","03","SH","ACESAC03_SH","12","CL2","cool","long","chill2",9,"ACE",1,2
"BETPAP04_SH_02","BETPAP","04","SH","BETPAP04_SH","02","CL2","cool","long","chill2",10,"BET",2,2
"FAGGRA10_HF_04","FAGGRA","10","HF","FAGGRA10_HF","04","CL2","cool","long","chill2",10,"FAG",2,2
"FAGGRA08_SH_01","FAGGRA","08","SH","FAGGRA08_SH","01","CL2","cool","long","chill2",11,"FAG",3,2
"ILEMUC08_HF_04","ILEMUC","08","HF","ILEMUC08_HF","04","CL2","cool","long","chill2",11,"ILE",3,2
"ACERUB10_HF_04","ACERUB","10","HF","ACERUB10_HF","04","CL2","cool","long","chill2",12,"ACE",4,2
"BETALL09_SH_12","BETALL","09","SH","BETALL09_SH","12","CL2","cool","long","chill2",12,"BET",4,2
"ACEPEN09_SH_10","ACEPEN","09","SH","ACEPEN09_SH","10","CL2","cool","long","chill2",13,"ACE",5,2
"VIBCAS04_SH_01","VIBCAS","04","SH","VIBCAS04_SH","01","CL2","cool","long","chill2",13,"VIB",5,2
"QUERUB06_SH_02","QUERUB","06","SH","QUERUB06_SH","02","CL2","cool","long","chill2",14,"QUE",6,2
"VIBLAN02_SH_02","VIBLAN","02","SH","VIBLAN02_SH","02","CL2","cool","long","chill2",14,"VIB",6,2
"ACESAC06_HF_02","ACESAC","06","HF","ACESAC06_HF","02","CL2","cool","long","chill2",15,"ACE",7,2
"FAGGRA03_HF_02","FAGGRA","03","HF","FAGGRA03_HF","02","CL2","cool","long","chill2",15,"FAG",7,2
"VIBLAN11_HF_06","VIBLAN","11","HF","VIBLAN11_HF","06","CL2","cool","long","chill2",16,"VIB",8,2
"BETPAP09_HF_12","BETPAP","09","HF","BETPAP09_HF","12","CL2","cool","long","chill2",16,"BET",8,2
"VIBLAN09_HF_12","VIBLAN","09","HF","VIBLAN09_HF","12","CL2","cool","long","chill2",17,"VIB",1,3
"ILEMUC01_SH_05","ILEMUC","01","SH","ILEMUC01_SH","05","CL2","cool","long","chill2",17,"ILE",1,3
"ACEPEN04_SH_11","ACEPEN","04","SH","ACEPEN04_SH","11","CL2","cool","long","chill2",18,"ACE",2,3
"BETALL03_SH_08","BETALL","03","SH","BETALL03_SH","08","CL2","cool","long","chill2",18,"BET",2,3
"VIBLAN05_SH_10","VIBLAN","05","SH","VIBLAN05_SH","10","CL2","cool","long","chill2",19,"VIB",3,3
"ACESAC02_HF_01","ACESAC","02","HF","ACESAC02_HF","01","CL2","cool","long","chill2",19,"ACE",3,3
"ACEPEN12_HF_09","ACEPEN","12","HF","ACEPEN12_HF","09","CL2","cool","long","chill2",20,"ACE",4,3
"VIBCAS07_HF_04","VIBCAS","07","HF","VIBCAS07_HF","04","CL2","cool","long","chill2",20,"VIB",4,3
"ACERUB07_SH_08","ACERUB","07","SH","ACERUB07_SH","08","CL2","cool","long","chill2",21,"ACE",5,3
"ILEMUC06_HF_07","ILEMUC","06","HF","ILEMUC06_HF","07","CL2","cool","long","chill2",21,"ILE",5,3
"BETALL02_SH_01","BETALL","02","SH","BETALL02_SH","01","CL2","cool","long","chill2",22,"BET",6,3
"ACERUB06_SH_08","ACERUB","06","SH","ACERUB06_SH","08","CL2","cool","long","chill2",22,"ACE",6,3
"FAGGRA06_SH_07","FAGGRA","06","SH","FAGGRA06_SH","07","CL2","cool","long","chill2",23,"FAG",7,3
"ACEPEN06_SH_10","ACEPEN","06","SH","ACEPEN06_SH","10","CL2","cool","long","chill2",23,"ACE",7,3
"BETALL19_HF_10","BETALL","19","HF","BETALL19_HF","10","CL2","cool","long","chill2",24,"BET",8,3
"ILEMUC03_SH_08","ILEMUC","03","SH","ILEMUC03_SH","08","CL2","cool","long","chill2",24,"ILE",8,3
"BETALL01_SH_05","BETALL","01","SH","BETALL01_SH","05","CL2","cool","long","chill2",25,"BET",1,4
"VIBLAN12_HF_03","VIBLAN","12","HF","VIBLAN12_HF","03","CL2","cool","long","chill2",25,"VIB",1,4
"BETPAP13_HF_09","BETPAP","13","HF","BETPAP13_HF","09","CL2","cool","long","chill2",26,"BET",2,4
"ACERUB09_SH_10","ACERUB","09","SH","ACERUB09_SH","10","CL2","cool","long","chill2",26,"ACE",2,4
"ACESAC10_SH_09","ACESAC","10","SH","ACESAC10_SH","09","CL2","cool","long","chill2",27,"ACE",3,4
"BETALL08_SH_10","BETALL","08","SH","BETALL08_SH","10","CL2","cool","long","chill2",27,"BET",3,4
"QUERUB17_HF_11","QUERUB","17","HF","QUERUB17_HF","11","CL2","cool","long","chill2",28,"QUE",4,4
"BETPAP14_HF_01","BETPAP","14","HF","BETPAP14_HF","01","CL2","cool","long","chill2",28,"BET",4,4
"POPGRA02_HF_10","POPGRA","02","HF","POPGRA02_HF","10","CL2","cool","long","chill2",29,"POP",5,4
"VIBLAN03_HF_01","VIBLAN","03","HF","VIBLAN03_HF","01","CL2","cool","long","chill2",29,"VIB",5,4
"FAGGRA02_SH_01","FAGGRA","02","SH","FAGGRA02_SH","01","CL2","cool","long","chill2",30,"FAG",6,4
"VIBCAS08_HF_05","VIBCAS","08","HF","VIBCAS08_HF","05","CL2","cool","long","chill2",30,"VIB",6,4
"ACESAC05_HF_08","ACESAC","05","HF","ACESAC05_HF","08","CL2","cool","long","chill2",31,"ACE",7,4
"FAGGRA14_HF_08","FAGGRA","14","HF","FAGGRA14_HF","08","CL2","cool","long","chill2",31,"FAG",7,4
"ILEMUC04_SH_07","ILEMUC","04","SH","ILEMUC04_SH","07","CL2","cool","long","chill2",32,"ILE",8,4
"QUERUB04_SH_08","QUERUB","04","SH","QUERUB04_SH","08","CL2","cool","long","chill2",32,"QUE",8,4
"VIBLAN06_SH_01","VIBLAN","06","SH","VIBLAN06_SH","01","CL2","cool","long","chill2",33,"VIB",1,5
"ACERUB05_SH_10","ACERUB","05","SH","ACERUB05_SH","10","CL2","cool","long","chill2",33,"ACE",1,5
"ACERUB10_SH_05","ACERUB","10","SH","ACERUB10_SH","05","CL2","cool","long","chill2",34,"ACE",2,5
"VIBLAN04_SH_12","VIBLAN","04","SH","VIBLAN04_SH","12","CL2","cool","long","chill2",34,"VIB",2,5
"ACEPEN08_SH_11","ACEPEN","08","SH","ACEPEN08_SH","11","CL2","cool","long","chill2",35,"ACE",3,5
"BETALL17_HF_08","BETALL","17","HF","BETALL17_HF","08","CL2","cool","long","chill2",35,"BET",3,5
"QUERUB23_HF_06","QUERUB","23","HF","QUERUB23_HF","06","CL2","cool","long","chill2",36,"QUE",4,5
"ILEMUC05_SH_05","ILEMUC","05","SH","ILEMUC05_SH","05","CL2","cool","long","chill2",36,"ILE",4,5
"QUERUB10_SH_11","QUERUB","10","SH","QUERUB10_SH","11","CL2","cool","long","chill2",37,"QUE",5,5
"POPGRA01_SH_05","POPGRA","01","SH","POPGRA01_SH","05","CL2","cool","long","chill2",37,"POP",5,5
"ACERUB14_HF_04","ACERUB","14","HF","ACERUB14_HF","04","CL2","cool","long","chill2",38,"ACE",6,5
"QUERUB05_SH_05","QUERUB","05","SH","QUERUB05_SH","05","CL2","cool","long","chill2",38,"QUE",6,5
"POPGRA07_HF_06","POPGRA","07","HF","POPGRA07_HF","06","CL2","cool","long","chill2",39,"POP",7,5
"VIBLAN04_HF_04","VIBLAN","04","HF","VIBLAN04_HF","04","CL2","cool","long","chill2",39,"VIB",7,5
"VIBLAN07_SH_10","VIBLAN","07","SH","VIBLAN07_SH","10","CL2","cool","long","chill2",40,"VIB",8,5
"ACERUB13_HF_01","ACERUB","13","HF","ACERUB13_HF","01","CL2","cool","long","chill2",40,"ACE",8,5
"POPGRA05_SH_09","POPGRA","05","SH","POPGRA05_SH","09","CL2","cool","long","chill2",41,"POP",1,6
"BETPAP10_SH_12","BETPAP","10","SH","BETPAP10_SH","12","CL2","cool","long","chill2",41,"BET",1,6
"ACESAC09_SH_12","ACESAC","09","SH","ACESAC09_SH","12","CL2","cool","long","chill2",42,"ACE",2,6
"VIBCAS05_SH_01","VIBCAS","05","SH","VIBCAS05_SH","01","CL2","cool","long","chill2",42,"VIB",2,6
"VIBLAN09_SH_04","VIBLAN","09","SH","VIBLAN09_SH","04","CL2","cool","long","chill2",43,"VIB",3,6
"ILEMUC05_HF_10","ILEMUC","05","HF","ILEMUC05_HF","10","CL2","cool","long","chill2",43,"ILE",3,6
"ACEPEN03_HF_06","ACEPEN","03","HF","ACEPEN03_HF","06","CL2","cool","long","chill2",44,"ACE",4,6
"POPGRA03_HF_04","POPGRA","03","HF","POPGRA03_HF","04","CL2","cool","long","chill2",44,"POP",4,6
"ACERUB11_HF_08","ACERUB","11","HF","ACERUB11_HF","08","CL2","cool","long","chill2",45,"ACE",5,6
"POPGRA06_SH_03","POPGRA","06","SH","POPGRA06_SH","03","CL2","cool","long","chill2",45,"POP",5,6
"ACESAC02_SH_02","ACESAC","02","SH","ACESAC02_SH","02","CL2","cool","long","chill2",46,"ACE",6,6
"QUERUB07_SH_04","QUERUB","07","SH","QUERUB07_SH","04","CL2","cool","long","chill2",46,"QUE",6,6
"FAGGRA09_HF_10","FAGGRA","09","HF","FAGGRA09_HF","10","CL2","cool","long","chill2",47,"FAG",7,6
"QUERUB21_HF_03","QUERUB","21","HF","QUERUB21_HF","03","CL2","cool","long","chill2",47,"QUE",7,6
"BETALL18_HF_01","BETALL","18","HF","BETALL18_HF","01","CL2","cool","long","chill2",48,"BET",8,6
"ACESAC99_SH_02","ACESAC","99","SH","ACESAC99_SH","02","CL2","cool","long","chill2",48,"ACE",8,6
"BETPAP15_HF_08","BETPAP","15","HF","BETPAP15_HF","08","CL2","cool","long","chill2",49,"BET",1,7
"VIBCAS10_HF_10","VIBCAS","10","HF","VIBCAS10_HF","10","CL2","cool","long","chill2",49,"VIB",1,7
