"id","sp","rep","site","ind","twig","treatcode","warm","photo","chill"
"QUERUB10_SH_03","QUERUB","10","SH","QUERUB10_SH","03","WL1","warm","long","chill1"
"QUERUB10_SH_04","QUERUB","10","SH","QUERUB10_SH","04","WS2","warm","short","chill2"
"QUERUB10_SH_05","QUERUB","10","SH","QUERUB10_SH","05","CS1","cool","short","chill1"
"QUERUB10_SH_06","QUERUB","10","SH","QUERUB10_SH","06","WL0","warm","long","chill0"
"QUERUB10_SH_07","QUERUB","10","SH","QUERUB10_SH","07","WS0","warm","short","chill0"
"QUERUB10_SH_08","QUERUB","10","SH","QUERUB10_SH","08","CS0","cool","short","chill0"
"QUERUB10_SH_09","QUERUB","10","SH","QUERUB10_SH","09","CL1","cool","long","chill1"
"QUERUB10_SH_10","QUERUB","10","SH","QUERUB10_SH","10","WS1","warm","short","chill1"
"QUERUB10_SH_11","QUERUB","10","SH","QUERUB10_SH","11","CL2","cool","long","chill2"
"QUERUB10_SH_12","QUERUB","10","SH","QUERUB10_SH","12","WL2","warm","long","chill2"
"QUERUB15_HF_01","QUERUB","15","HF","QUERUB15_HF","01","WS2","warm","short","chill2"
"QUERUB15_HF_02","QUERUB","15","HF","QUERUB15_HF","02","CL1","cool","long","chill1"
"QUERUB15_HF_03","QUERUB","15","HF","QUERUB15_HF","03","WS0","warm","short","chill0"
"QUERUB15_HF_04","QUERUB","15","HF","QUERUB15_HF","04","CS2","cool","short","chill2"
"QUERUB15_HF_05","QUERUB","15","HF","QUERUB15_HF","05","CL0","cool","long","chill0"
"QUERUB15_HF_06","QUERUB","15","HF","QUERUB15_HF","06","CS0","cool","short","chill0"
"QUERUB15_HF_07","QUERUB","15","HF","QUERUB15_HF","07","WL1","warm","long","chill1"
"QUERUB15_HF_08","QUERUB","15","HF","QUERUB15_HF","08","CL2","cool","long","chill2"
"QUERUB15_HF_09","QUERUB","15","HF","QUERUB15_HF","09","WL2","warm","long","chill2"
"QUERUB15_HF_10","QUERUB","15","HF","QUERUB15_HF","10","WL0","warm","long","chill0"
"QUERUB15_HF_11","QUERUB","15","HF","QUERUB15_HF","11","CS1","cool","short","chill1"
"QUERUB15_HF_12","QUERUB","15","HF","QUERUB15_HF","12","WS1","warm","short","chill1"
"QUERUB16_HF_01","QUERUB","16","HF","QUERUB16_HF","01","WS2","warm","short","chill2"
"QUERUB16_HF_02","QUERUB","16","HF","QUERUB16_HF","02","CS1","cool","short","chill1"
"QUERUB16_HF_03","QUERUB","16","HF","QUERUB16_HF","03","WL2","warm","long","chill2"
"QUERUB16_HF_04","QUERUB","16","HF","QUERUB16_HF","04","WS0","warm","short","chill0"
"QUERUB16_HF_05","QUERUB","16","HF","QUERUB16_HF","05","CS2","cool","short","chill2"
"QUERUB16_HF_06","QUERUB","16","HF","QUERUB16_HF","06","WL1","warm","long","chill1"
"QUERUB16_HF_07","QUERUB","16","HF","QUERUB16_HF","07","CL0","cool","long","chill0"
"QUERUB16_HF_08","QUERUB","16","HF","QUERUB16_HF","08","WL0","warm","long","chill0"
"QUERUB16_HF_09","QUERUB","16","HF","QUERUB16_HF","09","CL2","cool","long","chill2"
"QUERUB16_HF_10","QUERUB","16","HF","QUERUB16_HF","10","CS0","cool","short","chill0"
"QUERUB16_HF_11","QUERUB","16","HF","QUERUB16_HF","11","WS1","warm","short","chill1"
"QUERUB16_HF_12","QUERUB","16","HF","QUERUB16_HF","12","CL1","cool","long","chill1"
"QUERUB17_HF_01","QUERUB","17","HF","QUERUB17_HF","01","CL1","cool","long","chill1"
"QUERUB17_HF_02","QUERUB","17","HF","QUERUB17_HF","02","WL1","warm","long","chill1"
"QUERUB17_HF_03","QUERUB","17","HF","QUERUB17_HF","03","CL0","cool","long","chill0"
"QUERUB17_HF_04","QUERUB","17","HF","QUERUB17_HF","04","WL0","warm","long","chill0"
"QUERUB17_HF_05","QUERUB","17","HF","QUERUB17_HF","05","WS2","warm","short","chill2"
"QUERUB17_HF_06","QUERUB","17","HF","QUERUB17_HF","06","CS2","cool","short","chill2"
"QUERUB17_HF_07","QUERUB","17","HF","QUERUB17_HF","07","WS0","warm","short","chill0"
"QUERUB17_HF_08","QUERUB","17","HF","QUERUB17_HF","08","WS1","warm","short","chill1"
"QUERUB17_HF_09","QUERUB","17","HF","QUERUB17_HF","09","CS0","cool","short","chill0"
"QUERUB17_HF_10","QUERUB","17","HF","QUERUB17_HF","10","WL2","warm","long","chill2"
"QUERUB17_HF_11","QUERUB","17","HF","QUERUB17_HF","11","CL2","cool","long","chill2"
"QUERUB17_HF_12","QUERUB","17","HF","QUERUB17_HF","12","CS1","cool","short","chill1"
"QUERUB20_HF_01","QUERUB","20","HF","QUERUB20_HF","01","WS2","warm","short","chill2"
"QUERUB20_HF_02","QUERUB","20","HF","QUERUB20_HF","02","WL1","warm","long","chill1"
"QUERUB20_HF_03","QUERUB","20","HF","QUERUB20_HF","03","CL1","cool","long","chill1"
"QUERUB20_HF_04","QUERUB","20","HF","QUERUB20_HF","04","WL0","warm","long","chill0"
"QUERUB20_HF_05","QUERUB","20","HF","QUERUB20_HF","05","WL2","warm","long","chill2"
"QUERUB20_HF_06","QUERUB","20","HF","QUERUB20_HF","06","WS0","warm","short","chill0"
"QUERUB20_HF_07","QUERUB","20","HF","QUERUB20_HF","07","CL0","cool","long","chill0"
"QUERUB20_HF_08","QUERUB","20","HF","QUERUB20_HF","08","CS2","cool","short","chill2"
"QUERUB20_HF_09","QUERUB","20","HF","QUERUB20_HF","09","CS1","cool","short","chill1"
"QUERUB20_HF_10","QUERUB","20","HF","QUERUB20_HF","10","CS0","cool","short","chill0"
"QUERUB20_HF_11","QUERUB","20","HF","QUERUB20_HF","11","CL2","cool","long","chill2"
"QUERUB20_HF_12","QUERUB","20","HF","QUERUB20_HF","12","WS1","warm","short","chill1"
"QUERUB21_HF_01","QUERUB","21","HF","QUERUB21_HF","01","WL2","warm","long","chill2"
"QUERUB21_HF_02","QUERUB","21","HF","QUERUB21_HF","02","WL1","warm","long","chill1"
"QUERUB21_HF_03","QUERUB","21","HF","QUERUB21_HF","03","CL2","cool","long","chill2"
"QUERUB21_HF_04","QUERUB","21","HF","QUERUB21_HF","04","WS2","warm","short","chill2"
"QUERUB21_HF_05","QUERUB","21","HF","QUERUB21_HF","05","WS1","warm","short","chill1"
"QUERUB21_HF_06","QUERUB","21","HF","QUERUB21_HF","06","CL0","cool","long","chill0"
"QUERUB21_HF_07","QUERUB","21","HF","QUERUB21_HF","07","WL0","warm","long","chill0"
"QUERUB21_HF_08","QUERUB","21","HF","QUERUB21_HF","08","CL1","cool","long","chill1"
"QUERUB21_HF_09","QUERUB","21","HF","QUERUB21_HF","09","CS0","cool","short","chill0"
"QUERUB21_HF_10","QUERUB","21","HF","QUERUB21_HF","10","WS0","warm","short","chill0"
"QUERUB21_HF_11","QUERUB","21","HF","QUERUB21_HF","11","CS1","cool","short","chill1"
"QUERUB21_HF_12","QUERUB","21","HF","QUERUB21_HF","12","CS2","cool","short","chill2"
"QUERUB23_HF_01","QUERUB","23","HF","QUERUB23_HF","01","WS1","warm","short","chill1"
"QUERUB23_HF_02","QUERUB","23","HF","QUERUB23_HF","02","CL1","cool","long","chill1"
"QUERUB23_HF_03","QUERUB","23","HF","QUERUB23_HF","03","WS2","warm","short","chill2"
"QUERUB23_HF_04","QUERUB","23","HF","QUERUB23_HF","04","WL0","warm","long","chill0"
"QUERUB23_HF_05","QUERUB","23","HF","QUERUB23_HF","05","WL2","warm","long","chill2"
"QUERUB23_HF_06","QUERUB","23","HF","QUERUB23_HF","06","CL2","cool","long","chill2"
"QUERUB23_HF_07","QUERUB","23","HF","QUERUB23_HF","07","WL1","warm","long","chill1"
"QUERUB23_HF_08","QUERUB","23","HF","QUERUB23_HF","08","CS2","cool","short","chill2"
"QUERUB23_HF_09","QUERUB","23","HF","QUERUB23_HF","09","CS0","cool","short","chill0"
"QUERUB23_HF_10","QUERUB","23","HF","QUERUB23_HF","10","CS1","cool","short","chill1"
"QUERUB23_HF_11","QUERUB","23","HF","QUERUB23_HF","11","CL0","cool","long","chill0"
"QUERUB23_HF_12","QUERUB","23","HF","QUERUB23_HF","12","WS0","warm","short","chill0"
"QUEVEL01_HF_01","QUEVEL","01","HF","QUEVEL01_HF","01","WS0","warm","short","chill0"
"QUEVEL01_HF_02","QUEVEL","01","HF","QUEVEL01_HF","02","WL0","warm","long","chill0"
"QUEVEL01_HF_03","QUEVEL","01","HF","QUEVEL01_HF","03","CS0","cool","short","chill0"
"QUEVEL01_HF_04","QUEVEL","01","HF","QUEVEL01_HF","04","CL0","cool","long","chill0"
"QUEVEL02_HF_01","QUEVEL","02","HF","QUEVEL02_HF","01","WL0","warm","long","chill0"
"QUEVEL02_HF_02","QUEVEL","02","HF","QUEVEL02_HF","02","WS0","warm","short","chill0"
"QUEVEL02_HF_03","QUEVEL","02","HF","QUEVEL02_HF","03","CL0","cool","long","chill0"
"QUEVEL02_HF_04","QUEVEL","02","HF","QUEVEL02_HF","04","CS0","cool","short","chill0"
"QUEVEL03_HF_01","QUEVEL","03","HF","QUEVEL03_HF","01","WL0","warm","long","chill0"
"QUEVEL03_HF_02","QUEVEL","03","HF","QUEVEL03_HF","02","WS0","warm","short","chill0"
"QUEVEL03_HF_03","QUEVEL","03","HF","QUEVEL03_HF","03","CL0","cool","long","chill0"
"QUEVEL03_HF_04","QUEVEL","03","HF","QUEVEL03_HF","04","CS0","cool","short","chill0"
"QUEVEL05_HF_01","QUEVEL","05","HF","QUEVEL05_HF","01","WL0","warm","long","chill0"
"QUEVEL05_HF_02","QUEVEL","05","HF","QUEVEL05_HF","02","WS0","warm","short","chill0"
"QUEVEL05_HF_03","QUEVEL","05","HF","QUEVEL05_HF","03","CS0","cool","short","chill0"
"QUEVEL05_HF_04","QUEVEL","05","HF","QUEVEL05_HF","04","CL0","cool","long","chill0"
"QUEVEL06_HF_01","QUEVEL","06","HF","QUEVEL06_HF","01","CS0","cool","short","chill0"
"QUEVEL06_HF_02","QUEVEL","06","HF","QUEVEL06_HF","02","CL0","cool","long","chill0"
"QUEVEL06_HF_03","QUEVEL","06","HF","QUEVEL06_HF","03","WS0","warm","short","chill0"
"QUEVEL06_HF_04","QUEVEL","06","HF","QUEVEL06_HF","04","WL0","warm","long","chill0"
"QUEVEL09_HF_01","QUEVEL","09","HF","QUEVEL09_HF","01","CS0","cool","short","chill0"
"QUEVEL09_HF_02","QUEVEL","09","HF","QUEVEL09_HF","02","WS0","warm","short","chill0"
"QUEVEL09_HF_03","QUEVEL","09","HF","QUEVEL09_HF","03","WL0","warm","long","chill0"
"QUEVEL09_HF_04","QUEVEL","09","HF","QUEVEL09_HF","04","CL0","cool","long","chill0"
"RHAFRA01_HF_01","RHAFRA","01","HF","RHAFRA01_HF","01","WL0","warm","long","chill0"
"RHAFRA01_HF_02","RHAFRA","01","HF","RHAFRA01_HF","02","WS0","warm","short","chill0"
"RHAFRA01_HF_03","RHAFRA","01","HF","RHAFRA01_HF","03","CL0","cool","long","chill0"
"RHAFRA01_HF_04","RHAFRA","01","HF","RHAFRA01_HF","04","CS0","cool","short","chill0"
"RHAFRA02_HF_01","RHAFRA","02","HF","RHAFRA02_HF","01","WS0","warm","short","chill0"
"RHAFRA02_HF_02","RHAFRA","02","HF","RHAFRA02_HF","02","CL0","cool","long","chill0"
"RHAFRA02_HF_03","RHAFRA","02","HF","RHAFRA02_HF","03","WL0","warm","long","chill0"
"RHAFRA02_HF_04","RHAFRA","02","HF","RHAFRA02_HF","04","CS0","cool","short","chill0"
"RHAFRA12_HF_01","RHAFRA","12","HF","RHAFRA12_HF","01","WL0","warm","long","chill0"
"RHAFRA12_HF_02","RHAFRA","12","HF","RHAFRA12_HF","02","WS0","warm","short","chill0"
"RHAFRA12_HF_03","RHAFRA","12","HF","RHAFRA12_HF","03","CS0","cool","short","chill0"
"RHAFRA12_HF_04","RHAFRA","12","HF","RHAFRA12_HF","04","CL0","cool","long","chill0"
"RHAFRA16_HF_01","RHAFRA","16","HF","RHAFRA16_HF","01","WS0","warm","short","chill0"
"RHAFRA16_HF_02","RHAFRA","16","HF","RHAFRA16_HF","02","WL0","warm","long","chill0"
"RHAFRA16_HF_03","RHAFRA","16","HF","RHAFRA16_HF","03","CS0","cool","short","chill0"
"RHAFRA16_HF_04","RHAFRA","16","HF","RHAFRA16_HF","04","CL0","cool","long","chill0"
"RHAFRA17_HF_01","RHAFRA","17","HF","RHAFRA17_HF","01","CL0","cool","long","chill0"
"RHAFRA17_HF_02","RHAFRA","17","HF","RHAFRA17_HF","02","WL0","warm","long","chill0"
"RHAFRA17_HF_03","RHAFRA","17","HF","RHAFRA17_HF","03","CS0","cool","short","chill0"
"RHAFRA17_HF_04","RHAFRA","17","HF","RHAFRA17_HF","04","WS0","warm","short","chill0"
"RHAFRA18_HF_01","RHAFRA","18","HF","RHAFRA18_HF","01","WS0","warm","short","chill0"
"RHAFRA18_HF_02","RHAFRA","18","HF","RHAFRA18_HF","02","WL0","warm","long","chill0"
"RHAFRA18_HF_03","RHAFRA","18","HF","RHAFRA18_HF","03","CS0","cool","short","chill0"
"RHAFRA18_HF_04","RHAFRA","18","HF","RHAFRA18_HF","04","CL0","cool","long","chill0"
"RHOPRI03_HF_01","RHOPRI","03","HF","RHOPRI03_HF","01","CS0","cool","short","chill0"
"RHOPRI03_HF_02","RHOPRI","03","HF","RHOPRI03_HF","02","WS0","warm","short","chill0"
"RHOPRI03_HF_03","RHOPRI","03","HF","RHOPRI03_HF","03","CL0","cool","long","chill0"
"RHOPRI03_HF_04","RHOPRI","03","HF","RHOPRI03_HF","04","WL0","warm","long","chill0"
"RHOPRI04_HF_01","RHOPRI","04","HF","RHOPRI04_HF","01","WL0","warm","long","chill0"
"RHOPRI04_HF_02","RHOPRI","04","HF","RHOPRI04_HF","02","CS0","cool","short","chill0"
"RHOPRI04_HF_03","RHOPRI","04","HF","RHOPRI04_HF","03","CL0","cool","long","chill0"
"RHOPRI04_HF_04","RHOPRI","04","HF","RHOPRI04_HF","04","WS0","warm","short","chill0"
"RHOPRI05_HF_01","RHOPRI","05","HF","RHOPRI05_HF","01","CS0","cool","short","chill0"
"RHOPRI05_HF_02","RHOPRI","05","HF","RHOPRI05_HF","02","CL0","cool","long","chill0"
"RHOPRI05_HF_03","RHOPRI","05","HF","RHOPRI05_HF","03","WS0","warm","short","chill0"
"RHOPRI05_HF_04","RHOPRI","05","HF","RHOPRI05_HF","04","WL0","warm","long","chill0"
"RHOPRI06_HF_01","RHOPRI","06","HF","RHOPRI06_HF","01","CS0","cool","short","chill0"
"RHOPRI06_HF_02","RHOPRI","06","HF","RHOPRI06_HF","02","WL0","warm","long","chill0"
"RHOPRI06_HF_03","RHOPRI","06","HF","RHOPRI06_HF","03","WS0","warm","short","chill0"
"RHOPRI06_HF_04","RHOPRI","06","HF","RHOPRI06_HF","04","CL0","cool","long","chill0"
"RHOPRI07_HF_01","RHOPRI","07","HF","RHOPRI07_HF","01","CS0","cool","short","chill0"
"RHOPRI07_HF_02","RHOPRI","07","HF","RHOPRI07_HF","02","CL0","cool","long","chill0"
"RHOPRI07_HF_03","RHOPRI","07","HF","RHOPRI07_HF","03","WL0","warm","long","chill0"
"RHOPRI07_HF_04","RHOPRI","07","HF","RHOPRI07_HF","04","WS0","warm","short","chill0"
"RHOPRI08_HF_01","RHOPRI","08","HF","RHOPRI08_HF","01","WL0","warm","long","chill0"
"RHOPRI08_HF_02","RHOPRI","08","HF","RHOPRI08_HF","02","CS0","cool","short","chill0"
"RHOPRI08_HF_03","RHOPRI","08","HF","RHOPRI08_HF","03","WS0","warm","short","chill0"
"RHOPRI08_HF_04","RHOPRI","08","HF","RHOPRI08_HF","04","CL0","cool","long","chill0"
"SPIALB01_HF_01","SPIALB","01","HF","SPIALB01_HF","01","CS0","cool","short","chill0"
"SPIALB01_HF_02","SPIALB","01","HF","SPIALB01_HF","02","CL0","cool","long","chill0"
"SPIALB01_HF_03","SPIALB","01","HF","SPIALB01_HF","03","WS0","warm","short","chill0"
"SPIALB01_HF_04","SPIALB","01","HF","SPIALB01_HF","04","WL0","warm","long","chill0"
"SPIALB03_HF_01","SPIALB","03","HF","SPIALB03_HF","01","WS0","warm","short","chill0"
"SPIALB03_HF_02","SPIALB","03","HF","SPIALB03_HF","02","CS0","cool","short","chill0"
"SPIALB03_HF_03","SPIALB","03","HF","SPIALB03_HF","03","CL0","cool","long","chill0"
"SPIALB03_HF_04","SPIALB","03","HF","SPIALB03_HF","04","WL0","warm","long","chill0"
"SPIALB03_SH_01","SPIALB","03","SH","SPIALB03_SH","01","WS0","warm","short","chill0"
"SPIALB03_SH_02","SPIALB","03","SH","SPIALB03_SH","02","WL0","warm","long","chill0"
"SPIALB03_SH_03","SPIALB","03","SH","SPIALB03_SH","03","CL0","cool","long","chill0"
"SPIALB03_SH_04","SPIALB","03","SH","SPIALB03_SH","04","CS0","cool","short","chill0"
"SPIALB04_HF_01","SPIALB","04","HF","SPIALB04_HF","01","WL0","warm","long","chill0"
"SPIALB04_HF_02","SPIALB","04","HF","SPIALB04_HF","02","CL0","cool","long","chill0"
"SPIALB04_HF_03","SPIALB","04","HF","SPIALB04_HF","03","CS0","cool","short","chill0"
"SPIALB04_HF_04","SPIALB","04","HF","SPIALB04_HF","04","WS0","warm","short","chill0"
"SPIALB05_HF_01","SPIALB","05","HF","SPIALB05_HF","01","CL0","cool","long","chill0"
"SPIALB05_HF_02","SPIALB","05","HF","SPIALB05_HF","02","WL0","warm","long","chill0"
"SPIALB05_HF_03","SPIALB","05","HF","SPIALB05_HF","03","WS0","warm","short","chill0"
"SPIALB05_HF_04","SPIALB","05","HF","SPIALB05_HF","04","CS0","cool","short","chill0"
"SPIALB06_HF_01","SPIALB","06","HF","SPIALB06_HF","01","WS0","warm","short","chill0"
"SPIALB06_HF_02","SPIALB","06","HF","SPIALB06_HF","02","CL0","cool","long","chill0"
"SPIALB06_HF_03","SPIALB","06","HF","SPIALB06_HF","03","WL0","warm","long","chill0"
"SPIALB06_HF_04","SPIALB","06","HF","SPIALB06_HF","04","CS0","cool","short","chill0"
"SPIALB06_SH_01","SPIALB","06","SH","SPIALB06_SH","01","CS0","cool","short","chill0"
"SPIALB06_SH_02","SPIALB","06","SH","SPIALB06_SH","02","CL0","cool","long","chill0"
"SPIALB06_SH_03","SPIALB","06","SH","SPIALB06_SH","03","WL0","warm","long","chill0"
"SPIALB06_SH_04","SPIALB","06","SH","SPIALB06_SH","04","WS0","warm","short","chill0"
"SPIALB07_SH_01","SPIALB","07","SH","SPIALB07_SH","01","WL0","warm","long","chill0"
"SPIALB07_SH_02","SPIALB","07","SH","SPIALB07_SH","02","CL0","cool","long","chill0"
"SPIALB07_SH_03","SPIALB","07","SH","SPIALB07_SH","03","CS0","cool","short","chill0"
"SPIALB07_SH_04","SPIALB","07","SH","SPIALB07_SH","04","WS0","warm","short","chill0"
"SPIALB08_HF_01","SPIALB","08","HF","SPIALB08_HF","01","CS0","cool","short","chill0"
"SPIALB08_HF_02","SPIALB","08","HF","SPIALB08_HF","02","WL0","warm","long","chill0"
"SPIALB08_HF_03","SPIALB","08","HF","SPIALB08_HF","03","CL0","cool","long","chill0"
"SPIALB08_HF_04","SPIALB","08","HF","SPIALB08_HF","04","WS0","warm","short","chill0"
"SPIALB99_SH_01","SPIALB","99","SH","SPIALB99_SH","01","WS0","warm","short","chill0"
"SPIALB99_SH_02","SPIALB","99","SH","SPIALB99_SH","02","WL0","warm","long","chill0"
"SPIALB99_SH_03","SPIALB","99","SH","SPIALB99_SH","03","CS0","cool","short","chill0"
"SPIALB99_SH_04","SPIALB","99","SH","SPIALB99_SH","04","CL0","cool","long","chill0"
"SPIALB99_SH_01","SPIALB","99","SH","SPIALB99_SH","01","CL0","cool","long","chill0"
"SPIALB99_SH_02","SPIALB","99","SH","SPIALB99_SH","02","WL0","warm","long","chill0"
"SPIALB99_SH_03","SPIALB","99","SH","SPIALB99_SH","03","CS0","cool","short","chill0"
"SPIALB99_SH_04","SPIALB","99","SH","SPIALB99_SH","04","WS0","warm","short","chill0"
"VACMYR01_HF_01","VACMYR","01","HF","VACMYR01_HF","01","CS0","cool","short","chill0"
"VACMYR01_HF_02","VACMYR","01","HF","VACMYR01_HF","02","CL0","cool","long","chill0"
"VACMYR01_HF_03","VACMYR","01","HF","VACMYR01_HF","03","WL0","warm","long","chill0"
"VACMYR01_HF_04","VACMYR","01","HF","VACMYR01_HF","04","WS0","warm","short","chill0"
"VACMYR02_SH_01","VACMYR","02","SH","VACMYR02_SH","01","WL0","warm","long","chill0"
"VACMYR02_SH_02","VACMYR","02","SH","VACMYR02_SH","02","CL0","cool","long","chill0"
"VACMYR02_SH_03","VACMYR","02","SH","VACMYR02_SH","03","CS0","cool","short","chill0"
"VACMYR02_SH_04","VACMYR","02","SH","VACMYR02_SH","04","WS0","warm","short","chill0"
"VACMYR03_HF_01","VACMYR","03","HF","VACMYR03_HF","01","WS0","warm","short","chill0"
"VACMYR03_HF_02","VACMYR","03","HF","VACMYR03_HF","02","WL0","warm","long","chill0"
"VACMYR03_HF_03","VACMYR","03","HF","VACMYR03_HF","03","CL0","cool","long","chill0"
"VACMYR03_HF_04","VACMYR","03","HF","VACMYR03_HF","04","CS0","cool","short","chill0"
"VACMYR03_SH_01","VACMYR","03","SH","VACMYR03_SH","01","CS0","cool","short","chill0"
"VACMYR03_SH_02","VACMYR","03","SH","VACMYR03_SH","02","WL0","warm","long","chill0"
"VACMYR03_SH_03","VACMYR","03","SH","VACMYR03_SH","03","WS0","warm","short","chill0"
"VACMYR03_SH_04","VACMYR","03","SH","VACMYR03_SH","04","CL0","cool","long","chill0"
"VACMYR04_HF_01","VACMYR","04","HF","VACMYR04_HF","01","WL0","warm","long","chill0"
"VACMYR04_HF_02","VACMYR","04","HF","VACMYR04_HF","02","WS0","warm","short","chill0"
"VACMYR04_HF_03","VACMYR","04","HF","VACMYR04_HF","03","CS0","cool","short","chill0"
"VACMYR04_HF_04","VACMYR","04","HF","VACMYR04_HF","04","CL0","cool","long","chill0"
"VACMYR04_SH_01","VACMYR","04","SH","VACMYR04_SH","01","WL0","warm","long","chill0"
"VACMYR04_SH_02","VACMYR","04","SH","VACMYR04_SH","02","WS0","warm","short","chill0"
"VACMYR04_SH_03","VACMYR","04","SH","VACMYR04_SH","03","CS0","cool","short","chill0"
"VACMYR04_SH_04","VACMYR","04","SH","VACMYR04_SH","04","CL0","cool","long","chill0"
"VACMYR05_HF_01","VACMYR","05","HF","VACMYR05_HF","01","WS0","warm","short","chill0"
"VACMYR05_HF_02","VACMYR","05","HF","VACMYR05_HF","02","WL0","warm","long","chill0"
"VACMYR05_HF_03","VACMYR","05","HF","VACMYR05_HF","03","CL0","cool","long","chill0"
"VACMYR05_HF_04","VACMYR","05","HF","VACMYR05_HF","04","CS0","cool","short","chill0"
"VACMYR05_SH_01","VACMYR","05","SH","VACMYR05_SH","01","CS0","cool","short","chill0"
"VACMYR05_SH_02","VACMYR","05","SH","VACMYR05_SH","02","WL0","warm","long","chill0"
"VACMYR05_SH_03","VACMYR","05","SH","VACMYR05_SH","03","WS0","warm","short","chill0"
"VACMYR05_SH_04","VACMYR","05","SH","VACMYR05_SH","04","CL0","cool","long","chill0"
"VACMYR07_HF_01","VACMYR","07","HF","VACMYR07_HF","01","CS0","cool","short","chill0"
"VACMYR07_HF_02","VACMYR","07","HF","VACMYR07_HF","02","CL0","cool","long","chill0"
"VACMYR07_HF_03","VACMYR","07","HF","VACMYR07_HF","03","WL0","warm","long","chill0"
"VACMYR07_HF_04","VACMYR","07","HF","VACMYR07_HF","04","WS0","warm","short","chill0"
"VACMYR07_SH_01","VACMYR","07","SH","VACMYR07_SH","01","WS0","warm","short","chill0"
"VACMYR07_SH_02","VACMYR","07","SH","VACMYR07_SH","02","CL0","cool","long","chill0"
"VACMYR07_SH_03","VACMYR","07","SH","VACMYR07_SH","03","WL0","warm","long","chill0"
"VACMYR07_SH_04","VACMYR","07","SH","VACMYR07_SH","04","CS0","cool","short","chill0"
"VACMYR08_SH_01","VACMYR","08","SH","VACMYR08_SH","01","CL0","cool","long","chill0"
"VACMYR08_SH_02","VACMYR","08","SH","VACMYR08_SH","02","WS0","warm","short","chill0"
"VACMYR08_SH_03","VACMYR","08","SH","VACMYR08_SH","03","CS0","cool","short","chill0"
"VACMYR08_SH_04","VACMYR","08","SH","VACMYR08_SH","04","WL0","warm","long","chill0"
"VACMYR10_HF_01","VACMYR","10","HF","VACMYR10_HF","01","WS0","warm","short","chill0"
"VACMYR10_HF_02","VACMYR","10","HF","VACMYR10_HF","02","WL0","warm","long","chill0"
"VACMYR10_HF_03","VACMYR","10","HF","VACMYR10_HF","03","CS0","cool","short","chill0"
"VACMYR10_HF_04","VACMYR","10","HF","VACMYR10_HF","04","CL0","cool","long","chill0"
"VIBCAS01_SH_01","VIBCAS","01","SH","VIBCAS01_SH","01","WS1","warm","short","chill1"
"VIBCAS01_SH_02","VIBCAS","01","SH","VIBCAS01_SH","02","CL2","cool","long","chill2"
"VIBCAS01_SH_03","VIBCAS","01","SH","VIBCAS01_SH","03","CL0","cool","long","chill0"
"VIBCAS01_SH_04","VIBCAS","01","SH","VIBCAS01_SH","04","CS2","cool","short","chill2"
"VIBCAS01_SH_05","VIBCAS","01","SH","VIBCAS01_SH","05","WS0","warm","short","chill0"
"VIBCAS01_SH_06","VIBCAS","01","SH","VIBCAS01_SH","06","WS2","warm","short","chill2"
"VIBCAS01_SH_07","VIBCAS","01","SH","VIBCAS01_SH","07","CS1","cool","short","chill1"
"VIBCAS01_SH_08","VIBCAS","01","SH","VIBCAS01_SH","08","CS0","cool","short","chill0"
"VIBCAS01_SH_09","VIBCAS","01","SH","VIBCAS01_SH","09","CL1","cool","long","chill1"
"VIBCAS01_SH_10","VIBCAS","01","SH","VIBCAS01_SH","10","WL2","warm","long","chill2"
"VIBCAS01_SH_11","VIBCAS","01","SH","VIBCAS01_SH","11","WL0","warm","long","chill0"
"VIBCAS01_SH_12","VIBCAS","01","SH","VIBCAS01_SH","12","WL1","warm","long","chill1"
"VIBCAS02_HF_01","VIBCAS","02","HF","VIBCAS02_HF","01","CS2","cool","short","chill2"
"VIBCAS02_HF_02","VIBCAS","02","HF","VIBCAS02_HF","02","WS0","warm","short","chill0"
"VIBCAS02_HF_03","VIBCAS","02","HF","VIBCAS02_HF","03","CL2","cool","long","chill2"
"VIBCAS02_HF_04","VIBCAS","02","HF","VIBCAS02_HF","04","WL1","warm","long","chill1"
"VIBCAS02_HF_05","VIBCAS","02","HF","VIBCAS02_HF","05","CS0","cool","short","chill0"
"VIBCAS02_HF_06","VIBCAS","02","HF","VIBCAS02_HF","06","WL2","warm","long","chill2"
"VIBCAS02_HF_07","VIBCAS","02","HF","VIBCAS02_HF","07","CL1","cool","long","chill1"
"VIBCAS02_HF_08","VIBCAS","02","HF","VIBCAS02_HF","08","WS1","warm","short","chill1"
"VIBCAS02_HF_09","VIBCAS","02","HF","VIBCAS02_HF","09","CL0","cool","long","chill0"
"VIBCAS02_HF_10","VIBCAS","02","HF","VIBCAS02_HF","10","CS1","cool","short","chill1"
"VIBCAS02_HF_11","VIBCAS","02","HF","VIBCAS02_HF","11","WS2","warm","short","chill2"
"VIBCAS02_HF_12","VIBCAS","02","HF","VIBCAS02_HF","12","WL0","warm","long","chill0"
"VIBCAS03_HF_01","VIBCAS","03","HF","VIBCAS03_HF","01","CL2","cool","long","chill2"
"VIBCAS03_HF_02","VIBCAS","03","HF","VIBCAS03_HF","02","WS1","warm","short","chill1"
"VIBCAS03_HF_03","VIBCAS","03","HF","VIBCAS03_HF","03","WS0","warm","short","chill0"
