"id","sp","rep","site","ind","twig","treatcode","warm","photo","chill"
"BETALL09_SH_04","BETALL","09","SH","BETALL09_SH","04","WS2","warm","short","chill2"
"BETALL09_SH_05","BETALL","09","SH","BETALL09_SH","05","CS0","cool","short","chill0"
"BETALL09_SH_06","BETALL","09","SH","BETALL09_SH","06","WL1","warm","long","chill1"
"BETALL09_SH_07","BETALL","09","SH","BETALL09_SH","07","CL0","cool","long","chill0"
"BETALL09_SH_08","BETALL","09","SH","BETALL09_SH","08","CS2","cool","short","chill2"
"BETALL09_SH_09","BETALL","09","SH","BETALL09_SH","09","WL0","warm","long","chill0"
"BETALL09_SH_10","BETALL","09","SH","BETALL09_SH","10","WL2","warm","long","chill2"
"BETALL09_SH_11","BETALL","09","SH","BETALL09_SH","11","WS1","warm","short","chill1"
"BETALL09_SH_12","BETALL","09","SH","BETALL09_SH","12","CL2","cool","long","chill2"
"BETALL10_HF_01","BETALL","10","HF","BETALL10_HF","01","CS1","cool","short","chill1"
"BETALL10_HF_02","BETALL","10","HF","BETALL10_HF","02","CL2","cool","long","chill2"
"BETALL10_HF_03","BETALL","10","HF","BETALL10_HF","03","CL1","cool","long","chill1"
"BETALL10_HF_04","BETALL","10","HF","BETALL10_HF","04","WL0","warm","long","chill0"
"BETALL10_HF_05","BETALL","10","HF","BETALL10_HF","05","WS1","warm","short","chill1"
"BETALL10_HF_06","BETALL","10","HF","BETALL10_HF","06","CS0","cool","short","chill0"
"BETALL10_HF_07","BETALL","10","HF","BETALL10_HF","07","CL0","cool","long","chill0"
"BETALL10_HF_08","BETALL","10","HF","BETALL10_HF","08","WL1","warm","long","chill1"
"BETALL10_HF_09","BETALL","10","HF","BETALL10_HF","09","WL2","warm","long","chill2"
"BETALL10_HF_10","BETALL","10","HF","BETALL10_HF","10","WS0","warm","short","chill0"
"BETALL10_HF_11","BETALL","10","HF","BETALL10_HF","11","WS2","warm","short","chill2"
"BETALL10_HF_12","BETALL","10","HF","BETALL10_HF","12","CS2","cool","short","chill2"
"BETALL10_SH_01","BETALL","10","SH","BETALL10_SH","01","CL2","cool","long","chill2"
"BETALL10_SH_02","BETALL","10","SH","BETALL10_SH","02","WS2","warm","short","chill2"
"BETALL10_SH_03","BETALL","10","SH","BETALL10_SH","03","CL1","cool","long","chill1"
"BETALL10_SH_04","BETALL","10","SH","BETALL10_SH","04","CS1","cool","short","chill1"
"BETALL10_SH_05","BETALL","10","SH","BETALL10_SH","05","CL0","cool","long","chill0"
"BETALL10_SH_06","BETALL","10","SH","BETALL10_SH","06","WL2","warm","long","chill2"
"BETALL10_SH_07","BETALL","10","SH","BETALL10_SH","07","WS0","warm","short","chill0"
"BETALL10_SH_08","BETALL","10","SH","BETALL10_SH","08","WS1","warm","short","chill1"
"BETALL10_SH_09","BETALL","10","SH","BETALL10_SH","09","CS0","cool","short","chill0"
"BETALL10_SH_10","BETALL","10","SH","BETALL10_SH","10","WL0","warm","long","chill0"
"BETALL10_SH_11","BETALL","10","SH","BETALL10_SH","11","CS2","cool","short","chill2"
"BETALL10_SH_12","BETALL","10","SH","BETALL10_SH","12","WL1","warm","long","chill1"
"BETALL16_HF_01","BETALL","16","HF","BETALL16_HF","01","CL2","cool","long","chill2"
"BETALL16_HF_02","BETALL","16","HF","BETALL16_HF","02","CS2","cool","short","chill2"
"BETALL16_HF_03","BETALL","16","HF","BETALL16_HF","03","WS1","warm","short","chill1"
"BETALL16_HF_04","BETALL","16","HF","BETALL16_HF","04","WS2","warm","short","chill2"
"BETALL16_HF_05","BETALL","16","HF","BETALL16_HF","05","CL1","cool","long","chill1"
"BETALL16_HF_06","BETALL","16","HF","BETALL16_HF","06","WL0","warm","long","chill0"
"BETALL16_HF_07","BETALL","16","HF","BETALL16_HF","07","WS0","warm","short","chill0"
"BETALL16_HF_08","BETALL","16","HF","BETALL16_HF","08","CS1","cool","short","chill1"
"BETALL16_HF_09","BETALL","16","HF","BETALL16_HF","09","WL2","warm","long","chill2"
"BETALL16_HF_10","BETALL","16","HF","BETALL16_HF","10","CL0","cool","long","chill0"
"BETALL16_HF_11","BETALL","16","HF","BETALL16_HF","11","CS0","cool","short","chill0"
"BETALL16_HF_12","BETALL","16","HF","BETALL16_HF","12","WL1","warm","long","chill1"
"BETALL17_HF_01","BETALL","17","HF","BETALL17_HF","01","WS0","warm","short","chill0"
"BETALL17_HF_02","BETALL","17","HF","BETALL17_HF","02","CS2","cool","short","chill2"
"BETALL17_HF_03","BETALL","17","HF","BETALL17_HF","03","CL1","cool","long","chill1"
"BETALL17_HF_04","BETALL","17","HF","BETALL17_HF","04","WS2","warm","short","chill2"
"BETALL17_HF_05","BETALL","17","HF","BETALL17_HF","05","WL2","warm","long","chill2"
"BETALL17_HF_06","BETALL","17","HF","BETALL17_HF","06","CS1","cool","short","chill1"
"BETALL17_HF_07","BETALL","17","HF","BETALL17_HF","07","CL0","cool","long","chill0"
"BETALL17_HF_08","BETALL","17","HF","BETALL17_HF","08","CL2","cool","long","chill2"
"BETALL17_HF_09","BETALL","17","HF","BETALL17_HF","09","CS0","cool","short","chill0"
"BETALL17_HF_10","BETALL","17","HF","BETALL17_HF","10","WL1","warm","long","chill1"
"BETALL17_HF_11","BETALL","17","HF","BETALL17_HF","11","WL0","warm","long","chill0"
"BETALL17_HF_12","BETALL","17","HF","BETALL17_HF","12","WS1","warm","short","chill1"
"BETALL18_HF_01","BETALL","18","HF","BETALL18_HF","01","CL2","cool","long","chill2"
"BETALL18_HF_02","BETALL","18","HF","BETALL18_HF","02","WL0","warm","long","chill0"
"BETALL18_HF_03","BETALL","18","HF","BETALL18_HF","03","WS2","warm","short","chill2"
"BETALL18_HF_04","BETALL","18","HF","BETALL18_HF","04","CS2","cool","short","chill2"
"BETALL18_HF_05","BETALL","18","HF","BETALL18_HF","05","CS1","cool","short","chill1"
"BETALL18_HF_06","BETALL","18","HF","BETALL18_HF","06","WL1","warm","long","chill1"
"BETALL18_HF_07","BETALL","18","HF","BETALL18_HF","07","CL0","cool","long","chill0"
"BETALL18_HF_08","BETALL","18","HF","BETALL18_HF","08","WS1","warm","short","chill1"
"BETALL18_HF_09","BETALL","18","HF","BETALL18_HF","09","WL2","warm","long","chill2"
"BETALL18_HF_10","BETALL","18","HF","BETALL18_HF","10","CL1","cool","long","chill1"
"BETALL18_HF_11","BETALL","18","HF","BETALL18_HF","11","CS0","cool","short","chill0"
"BETALL18_HF_12","BETALL","18","HF","BETALL18_HF","12","WS0","warm","short","chill0"
"BETALL19_HF_01","BETALL","19","HF","BETALL19_HF","01","WS2","warm","short","chill2"
"BETALL19_HF_02","BETALL","19","HF","BETALL19_HF","02","CS2","cool","short","chill2"
"BETALL19_HF_03","BETALL","19","HF","BETALL19_HF","03","CL0","cool","long","chill0"
"BETALL19_HF_04","BETALL","19","HF","BETALL19_HF","04","WL1","warm","long","chill1"
"BETALL19_HF_05","BETALL","19","HF","BETALL19_HF","05","CS1","cool","short","chill1"
"BETALL19_HF_06","BETALL","19","HF","BETALL19_HF","06","WL2","warm","long","chill2"
"BETALL19_HF_07","BETALL","19","HF","BETALL19_HF","07","CS0","cool","short","chill0"
"BETALL19_HF_08","BETALL","19","HF","BETALL19_HF","08","WS1","warm","short","chill1"
"BETALL19_HF_09","BETALL","19","HF","BETALL19_HF","09","WL0","warm","long","chill0"
"BETALL19_HF_10","BETALL","19","HF","BETALL19_HF","10","CL2","cool","long","chill2"
"BETALL19_HF_11","BETALL","19","HF","BETALL19_HF","11","CL1","cool","long","chill1"
"BETALL19_HF_12","BETALL","19","HF","BETALL19_HF","12","WS0","warm","short","chill0"
"BETALL20_HF_01","BETALL","20","HF","BETALL20_HF","01","CL0","cool","long","chill0"
"BETALL20_HF_02","BETALL","20","HF","BETALL20_HF","02","CS0","cool","short","chill0"
"BETALL20_HF_03","BETALL","20","HF","BETALL20_HF","03","WS2","warm","short","chill2"
"BETALL20_HF_04","BETALL","20","HF","BETALL20_HF","04","CS1","cool","short","chill1"
"BETALL20_HF_05","BETALL","20","HF","BETALL20_HF","05","CL1","cool","long","chill1"
"BETALL20_HF_06","BETALL","20","HF","BETALL20_HF","06","WL1","warm","long","chill1"
"BETALL20_HF_07","BETALL","20","HF","BETALL20_HF","07","WL2","warm","long","chill2"
"BETALL20_HF_08","BETALL","20","HF","BETALL20_HF","08","WL0","warm","long","chill0"
"BETALL20_HF_09","BETALL","20","HF","BETALL20_HF","09","WS0","warm","short","chill0"
"BETALL20_HF_10","BETALL","20","HF","BETALL20_HF","10","CS2","cool","short","chill2"
"BETALL20_HF_11","BETALL","20","HF","BETALL20_HF","11","CL2","cool","long","chill2"
"BETALL20_HF_12","BETALL","20","HF","BETALL20_HF","12","WS1","warm","short","chill1"
"BETLEN04_HF_01","BETLEN","04","HF","BETLEN04_HF","01","WS0","warm","short","chill0"
"BETLEN04_HF_02","BETLEN","04","HF","BETLEN04_HF","02","WL0","warm","long","chill0"
"BETLEN04_HF_03","BETLEN","04","HF","BETLEN04_HF","03","CL0","cool","long","chill0"
"BETLEN04_HF_04","BETLEN","04","HF","BETLEN04_HF","04","CS0","cool","short","chill0"
"BETLEN05_HF_01","BETLEN","05","HF","BETLEN05_HF","01","CL0","cool","long","chill0"
"BETLEN05_HF_02","BETLEN","05","HF","BETLEN05_HF","02","WS0","warm","short","chill0"
"BETLEN05_HF_03","BETLEN","05","HF","BETLEN05_HF","03","CS0","cool","short","chill0"
"BETLEN05_HF_04","BETLEN","05","HF","BETLEN05_HF","04","WL0","warm","long","chill0"
"BETLEN06_HF_01","BETLEN","06","HF","BETLEN06_HF","01","WS0","warm","short","chill0"
"BETLEN06_HF_02","BETLEN","06","HF","BETLEN06_HF","02","CS0","cool","short","chill0"
"BETLEN06_HF_03","BETLEN","06","HF","BETLEN06_HF","03","WL0","warm","long","chill0"
"BETLEN06_HF_04","BETLEN","06","HF","BETLEN06_HF","04","CL0","cool","long","chill0"
"BETLEN08_HF_01","BETLEN","08","HF","BETLEN08_HF","01","CS0","cool","short","chill0"
"BETLEN08_HF_02","BETLEN","08","HF","BETLEN08_HF","02","WS0","warm","short","chill0"
"BETLEN08_HF_03","BETLEN","08","HF","BETLEN08_HF","03","CL0","cool","long","chill0"
"BETLEN08_HF_04","BETLEN","08","HF","BETLEN08_HF","04","WL0","warm","long","chill0"
"BETLEN10_HF_01","BETLEN","10","HF","BETLEN10_HF","01","WL0","warm","long","chill0"
"BETLEN10_HF_02","BETLEN","10","HF","BETLEN10_HF","02","CS0","cool","short","chill0"
"BETLEN10_HF_03","BETLEN","10","HF","BETLEN10_HF","03","CL0","cool","long","chill0"
"BETLEN10_HF_04","BETLEN","10","HF","BETLEN10_HF","04","WS0","warm","short","chill0"
"BETLEN11_HF_01","BETLEN","11","HF","BETLEN11_HF","01","WS0","warm","short","chill0"
"BETLEN11_HF_02","BETLEN","11","HF","BETLEN11_HF","02","CL0","cool","long","chill0"
"BETLEN11_HF_03","BETLEN","11","HF","BETLEN11_HF","03","CS0","cool","short","chill0"
"BETLEN11_HF_04","BETLEN","11","HF","BETLEN11_HF","04","WL0","warm","long","chill0"
"BETPAP04_SH_01","BETPAP","04","SH","BETPAP04_SH","01","CS1","cool","short","chill1"
"BETPAP04_SH_02","BETPAP","04","SH","BETPAP04_SH","02","CL2","cool","long","chill2"
"BETPAP04_SH_03","BETPAP","04","SH","BETPAP04_SH","03","CL1","cool","long","chill1"
"BETPAP04_SH_04","BETPAP","04","SH","BETPAP04_SH","04","WL0","warm","long","chill0"
"BETPAP04_SH_05","BETPAP","04","SH","BETPAP04_SH","05","CL0","cool","long","chill0"
"BETPAP04_SH_06","BETPAP","04","SH","BETPAP04_SH","06","WS2","warm","short","chill2"
"BETPAP04_SH_07","BETPAP","04","SH","BETPAP04_SH","07","WS1","warm","short","chill1"
"BETPAP04_SH_08","BETPAP","04","SH","BETPAP04_SH","08","CS2","cool","short","chill2"
"BETPAP04_SH_09","BETPAP","04","SH","BETPAP04_SH","09","WS0","warm","short","chill0"
"BETPAP04_SH_10","BETPAP","04","SH","BETPAP04_SH","10","WL2","warm","long","chill2"
"BETPAP04_SH_11","BETPAP","04","SH","BETPAP04_SH","11","WL1","warm","long","chill1"
"BETPAP04_SH_12","BETPAP","04","SH","BETPAP04_SH","12","CS0","cool","short","chill0"
"BETPAP06_HF_01","BETPAP","06","HF","BETPAP06_HF","01","WL0","warm","long","chill0"
"BETPAP06_HF_02","BETPAP","06","HF","BETPAP06_HF","02","WS1","warm","short","chill1"
"BETPAP06_HF_03","BETPAP","06","HF","BETPAP06_HF","03","CS2","cool","short","chill2"
"BETPAP06_HF_04","BETPAP","06","HF","BETPAP06_HF","04","WL2","warm","long","chill2"
"BETPAP06_HF_05","BETPAP","06","HF","BETPAP06_HF","05","CL1","cool","long","chill1"
"BETPAP06_HF_06","BETPAP","06","HF","BETPAP06_HF","06","CL2","cool","long","chill2"
"BETPAP06_HF_07","BETPAP","06","HF","BETPAP06_HF","07","WS0","warm","short","chill0"
"BETPAP06_HF_08","BETPAP","06","HF","BETPAP06_HF","08","CS0","cool","short","chill0"
"BETPAP06_HF_09","BETPAP","06","HF","BETPAP06_HF","09","WS2","warm","short","chill2"
"BETPAP06_HF_10","BETPAP","06","HF","BETPAP06_HF","10","CS1","cool","short","chill1"
"BETPAP06_HF_11","BETPAP","06","HF","BETPAP06_HF","11","CL0","cool","long","chill0"
"BETPAP06_HF_12","BETPAP","06","HF","BETPAP06_HF","12","WL1","warm","long","chill1"
"BETPAP06_SH_01","BETPAP","06","SH","BETPAP06_SH","01","WS2","warm","short","chill2"
"BETPAP06_SH_02","BETPAP","06","SH","BETPAP06_SH","02","WL0","warm","long","chill0"
"BETPAP06_SH_03","BETPAP","06","SH","BETPAP06_SH","03","CS1","cool","short","chill1"
"BETPAP06_SH_04","BETPAP","06","SH","BETPAP06_SH","04","WL1","warm","long","chill1"
"BETPAP06_SH_05","BETPAP","06","SH","BETPAP06_SH","05","WS1","warm","short","chill1"
"BETPAP06_SH_06","BETPAP","06","SH","BETPAP06_SH","06","WL2","warm","long","chill2"
"BETPAP06_SH_07","BETPAP","06","SH","BETPAP06_SH","07","CL2","cool","long","chill2"
"BETPAP06_SH_08","BETPAP","06","SH","BETPAP06_SH","08","CS0","cool","short","chill0"
"BETPAP06_SH_09","BETPAP","06","SH","BETPAP06_SH","09","CL1","cool","long","chill1"
"BETPAP06_SH_10","BETPAP","06","SH","BETPAP06_SH","10","CL0","cool","long","chill0"
"BETPAP06_SH_11","BETPAP","06","SH","BETPAP06_SH","11","WS0","warm","short","chill0"
"BETPAP06_SH_12","BETPAP","06","SH","BETPAP06_SH","12","CS2","cool","short","chill2"
"BETPAP07_HF_01","BETPAP","07","HF","BETPAP07_HF","01","CS1","cool","short","chill1"
"BETPAP07_HF_02","BETPAP","07","HF","BETPAP07_HF","02","CL1","cool","long","chill1"
"BETPAP07_HF_03","BETPAP","07","HF","BETPAP07_HF","03","WS2","warm","short","chill2"
"BETPAP07_HF_04","BETPAP","07","HF","BETPAP07_HF","04","CL0","cool","long","chill0"
"BETPAP07_HF_05","BETPAP","07","HF","BETPAP07_HF","05","CL2","cool","long","chill2"
"BETPAP07_HF_06","BETPAP","07","HF","BETPAP07_HF","06","CS2","cool","short","chill2"
"BETPAP07_HF_07","BETPAP","07","HF","BETPAP07_HF","07","WL1","warm","long","chill1"
"BETPAP07_HF_08","BETPAP","07","HF","BETPAP07_HF","08","WL0","warm","long","chill0"
"BETPAP07_HF_09","BETPAP","07","HF","BETPAP07_HF","09","WS0","warm","short","chill0"
"BETPAP07_HF_10","BETPAP","07","HF","BETPAP07_HF","10","CS0","cool","short","chill0"
"BETPAP07_HF_11","BETPAP","07","HF","BETPAP07_HF","11","WS1","warm","short","chill1"
"BETPAP07_HF_12","BETPAP","07","HF","BETPAP07_HF","12","WL2","warm","long","chill2"
"BETPAP07_SH_01","BETPAP","07","SH","BETPAP07_SH","01","CS1","cool","short","chill1"
"BETPAP07_SH_02","BETPAP","07","SH","BETPAP07_SH","02","CL0","cool","long","chill0"
"BETPAP07_SH_03","BETPAP","07","SH","BETPAP07_SH","03","WL0","warm","long","chill0"
"BETPAP07_SH_04","BETPAP","07","SH","BETPAP07_SH","04","CL2","cool","long","chill2"
"BETPAP07_SH_05","BETPAP","07","SH","BETPAP07_SH","05","CS0","cool","short","chill0"
"BETPAP07_SH_06","BETPAP","07","SH","BETPAP07_SH","06","CL1","cool","long","chill1"
"BETPAP07_SH_07","BETPAP","07","SH","BETPAP07_SH","07","WL2","warm","long","chill2"
"BETPAP07_SH_08","BETPAP","07","SH","BETPAP07_SH","08","CS2","cool","short","chill2"
"BETPAP07_SH_09","BETPAP","07","SH","BETPAP07_SH","09","WS2","warm","short","chill2"
"BETPAP07_SH_10","BETPAP","07","SH","BETPAP07_SH","10","WL1","warm","long","chill1"
"BETPAP07_SH_11","BETPAP","07","SH","BETPAP07_SH","11","WS0","warm","short","chill0"
"BETPAP07_SH_12","BETPAP","07","SH","BETPAP07_SH","12","WS1","warm","short","chill1"
"BETPAP08_SH_01","BETPAP","08","SH","BETPAP08_SH","01","CL0","cool","long","chill0"
"BETPAP08_SH_02","BETPAP","08","SH","BETPAP08_SH","02","WL0","warm","long","chill0"
"BETPAP08_SH_03","BETPAP","08","SH","BETPAP08_SH","03","WS2","warm","short","chill2"
"BETPAP08_SH_04","BETPAP","08","SH","BETPAP08_SH","04","WS1","warm","short","chill1"
"BETPAP08_SH_05","BETPAP","08","SH","BETPAP08_SH","05","CS0","cool","short","chill0"
"BETPAP08_SH_06","BETPAP","08","SH","BETPAP08_SH","06","CL2","cool","long","chill2"
"BETPAP08_SH_07","BETPAP","08","SH","BETPAP08_SH","07","WS0","warm","short","chill0"
"BETPAP08_SH_08","BETPAP","08","SH","BETPAP08_SH","08","WL2","warm","long","chill2"
"BETPAP08_SH_09","BETPAP","08","SH","BETPAP08_SH","09","CL1","cool","long","chill1"
"BETPAP08_SH_10","BETPAP","08","SH","BETPAP08_SH","10","CS1","cool","short","chill1"
"BETPAP08_SH_11","BETPAP","08","SH","BETPAP08_SH","11","WL1","warm","long","chill1"
"BETPAP08_SH_12","BETPAP","08","SH","BETPAP08_SH","12","CS2","cool","short","chill2"
"BETPAP09_HF_01","BETPAP","09","HF","BETPAP09_HF","01","CL1","cool","long","chill1"
"BETPAP09_HF_02","BETPAP","09","HF","BETPAP09_HF","02","WS1","warm","short","chill1"
"BETPAP09_HF_03","BETPAP","09","HF","BETPAP09_HF","03","CS2","cool","short","chill2"
"BETPAP09_HF_04","BETPAP","09","HF","BETPAP09_HF","04","WL2","warm","long","chill2"
"BETPAP09_HF_05","BETPAP","09","HF","BETPAP09_HF","05","WL1","warm","long","chill1"
"BETPAP09_HF_06","BETPAP","09","HF","BETPAP09_HF","06","CL0","cool","long","chill0"
"BETPAP09_HF_07","BETPAP","09","HF","BETPAP09_HF","07","CS1","cool","short","chill1"
"BETPAP09_HF_08","BETPAP","09","HF","BETPAP09_HF","08","WS2","warm","short","chill2"
"BETPAP09_HF_09","BETPAP","09","HF","BETPAP09_HF","09","WS0","warm","short","chill0"
"BETPAP09_HF_10","BETPAP","09","HF","BETPAP09_HF","10","CS0","cool","short","chill0"
"BETPAP09_HF_11","BETPAP","09","HF","BETPAP09_HF","11","WL0","warm","long","chill0"
"BETPAP09_HF_12","BETPAP","09","HF","BETPAP09_HF","12","CL2","cool","long","chill2"
"BETPAP09_SH_01","BETPAP","09","SH","BETPAP09_SH","01","WS0","warm","short","chill0"
"BETPAP09_SH_02","BETPAP","09","SH","BETPAP09_SH","02","CL1","cool","long","chill1"
"BETPAP09_SH_03","BETPAP","09","SH","BETPAP09_SH","03","CL2","cool","long","chill2"
"BETPAP09_SH_04","BETPAP","09","SH","BETPAP09_SH","04","WL2","warm","long","chill2"
"BETPAP09_SH_05","BETPAP","09","SH","BETPAP09_SH","05","WL1","warm","long","chill1"
"BETPAP09_SH_06","BETPAP","09","SH","BETPAP09_SH","06","WS2","warm","short","chill2"
"BETPAP09_SH_07","BETPAP","09","SH","BETPAP09_SH","07","WS1","warm","short","chill1"
"BETPAP09_SH_08","BETPAP","09","SH","BETPAP09_SH","08","WL0","warm","long","chill0"
"BETPAP09_SH_09","BETPAP","09","SH","BETPAP09_SH","09","CS1","cool","short","chill1"
"BETPAP09_SH_10","BETPAP","09","SH","BETPAP09_SH","10","CS0","cool","short","chill0"
"BETPAP09_SH_11","BETPAP","09","SH","BETPAP09_SH","11","CL0","cool","long","chill0"
"BETPAP09_SH_12","BETPAP","09","SH","BETPAP09_SH","12","CS2","cool","short","chill2"
"BETPAP10_SH_01","BETPAP","10","SH","BETPAP10_SH","01","WS0","warm","short","chill0"
"BETPAP10_SH_02","BETPAP","10","SH","BETPAP10_SH","02","CL0","cool","long","chill0"
"BETPAP10_SH_03","BETPAP","10","SH","BETPAP10_SH","03","CS0","cool","short","chill0"
"BETPAP10_SH_04","BETPAP","10","SH","BETPAP10_SH","04","WL1","warm","long","chill1"
"BETPAP10_SH_05","BETPAP","10","SH","BETPAP10_SH","05","WL0","warm","long","chill0"
"BETPAP10_SH_06","BETPAP","10","SH","BETPAP10_SH","06","WS1","warm","short","chill1"
"BETPAP10_SH_07","BETPAP","10","SH","BETPAP10_SH","07","WS2","warm","short","chill2"
"BETPAP10_SH_08","BETPAP","10","SH","BETPAP10_SH","08","WL2","warm","long","chill2"
"BETPAP10_SH_09","BETPAP","10","SH","BETPAP10_SH","09","CL1","cool","long","chill1"
"BETPAP10_SH_10","BETPAP","10","SH","BETPAP10_SH","10","CS2","cool","short","chill2"
"BETPAP10_SH_11","BETPAP","10","SH","BETPAP10_SH","11","CS1","cool","short","chill1"
"BETPAP10_SH_12","BETPAP","10","SH","BETPAP10_SH","12","CL2","cool","long","chill2"
"BETPAP13_HF_01","BETPAP","13","HF","BETPAP13_HF","01","CS0","cool","short","chill0"
"BETPAP13_HF_02","BETPAP","13","HF","BETPAP13_HF","02","WS1","warm","short","chill1"
"BETPAP13_HF_03","BETPAP","13","HF","BETPAP13_HF","03","CL0","cool","long","chill0"
"BETPAP13_HF_04","BETPAP","13","HF","BETPAP13_HF","04","WL1","warm","long","chill1"
"BETPAP13_HF_05","BETPAP","13","HF","BETPAP13_HF","05","WL0","warm","long","chill0"
"BETPAP13_HF_06","BETPAP","13","HF","BETPAP13_HF","06","WS2","warm","short","chill2"
"BETPAP13_HF_07","BETPAP","13","HF","BETPAP13_HF","07","WL2","warm","long","chill2"
"BETPAP13_HF_08","BETPAP","13","HF","BETPAP13_HF","08","CS2","cool","short","chill2"
"BETPAP13_HF_09","BETPAP","13","HF","BETPAP13_HF","09","CL2","cool","long","chill2"
"BETPAP13_HF_10","BETPAP","13","HF","BETPAP13_HF","10","CS1","cool","short","chill1"
"BETPAP13_HF_11","BETPAP","13","HF","BETPAP13_HF","11","CL1","cool","long","chill1"
"BETPAP13_HF_12","BETPAP","13","HF","BETPAP13_HF","12","WS0","warm","short","chill0"
"BETPAP14_HF_01","BETPAP","14","HF","BETPAP14_HF","01","CL2","cool","long","chill2"
"BETPAP14_HF_02","BETPAP","14","HF","BETPAP14_HF","02","CS0","cool","short","chill0"
"BETPAP14_HF_03","BETPAP","14","HF","BETPAP14_HF","03","CS2","cool","short","chill2"
"BETPAP14_HF_04","BETPAP","14","HF","BETPAP14_HF","04","CS1","cool","short","chill1"
"BETPAP14_HF_05","BETPAP","14","HF","BETPAP14_HF","05","CL0","cool","long","chill0"
"BETPAP14_HF_06","BETPAP","14","HF","BETPAP14_HF","06","WL0","warm","long","chill0"
"BETPAP14_HF_07","BETPAP","14","HF","BETPAP14_HF","07","CL1","cool","long","chill1"
"BETPAP14_HF_08","BETPAP","14","HF","BETPAP14_HF","08","WS2","warm","short","chill2"
"BETPAP14_HF_09","BETPAP","14","HF","BETPAP14_HF","09","WL1","warm","long","chill1"
"BETPAP14_HF_10","BETPAP","14","HF","BETPAP14_HF","10","WS0","warm","short","chill0"
"BETPAP14_HF_11","BETPAP","14","HF","BETPAP14_HF","11","WS1","warm","short","chill1"
"BETPAP14_HF_12","BETPAP","14","HF","BETPAP14_HF","12","WL2","warm","long","chill2"
"BETPAP15_HF_01","BETPAP","15","HF","BETPAP15_HF","01","CS1","cool","short","chill1"
"BETPAP15_HF_02","BETPAP","15","HF","BETPAP15_HF","02","WS0","warm","short","chill0"
"BETPAP15_HF_03","BETPAP","15","HF","BETPAP15_HF","03","CS0","cool","short","chill0"
"BETPAP15_HF_04","BETPAP","15","HF","BETPAP15_HF","04","WL2","warm","long","chill2"
"BETPAP15_HF_05","BETPAP","15","HF","BETPAP15_HF","05","CS2","cool","short","chill2"
"BETPAP15_HF_06","BETPAP","15","HF","BETPAP15_HF","06","WS2","warm","short","chill2"
"BETPAP15_HF_07","BETPAP","15","HF","BETPAP15_HF","07","WS1","warm","short","chill1"
"BETPAP15_HF_08","BETPAP","15","HF","BETPAP15_HF","08","CL2","cool","long","chill2"
"BETPAP15_HF_09","BETPAP","15","HF","BETPAP15_HF","09","WL0","warm","long","chill0"
"BETPAP15_HF_10","BETPAP","15","HF","BETPAP15_HF","10","CL0","cool","long","chill0"
"BETPAP15_HF_11","BETPAP","15","HF","BETPAP15_HF","11","WL1","warm","long","chill1"
"BETPAP15_HF_12","BETPAP","15","HF","BETPAP15_HF","12","CL1","cool","long","chill1"
"CORCOR01_HF_01","CORCOR","01","HF","CORCOR01_HF","01","WL0","warm","long","chill0"
"CORCOR01_HF_02","CORCOR","01","HF","CORCOR01_HF","02","WS0","warm","short","chill0"
"CORCOR01_HF_03","CORCOR","01","HF","CORCOR01_HF","03","CL0","cool","long","chill0"
"CORCOR01_HF_04","CORCOR","01","HF","CORCOR01_HF","04","CS0","cool","short","chill0"
"CORCOR05_SH_01","CORCOR","05","SH","CORCOR05_SH","01","WS0","warm","short","chill0"
"CORCOR05_SH_02","CORCOR","05","SH","CORCOR05_SH","02","CL0","cool","long","chill0"
"CORCOR05_SH_03","CORCOR","05","SH","CORCOR05_SH","03","WL0","warm","long","chill0"
"CORCOR05_SH_04","CORCOR","05","SH","CORCOR05_SH","04","CS0","cool","short","chill0"
"CORCOR06_HF_01","CORCOR","06","HF","CORCOR06_HF","01","CS0","cool","short","chill0"
"CORCOR06_HF_02","CORCOR","06","HF","CORCOR06_HF","02","CL0","cool","long","chill0"
"CORCOR06_HF_03","CORCOR","06","HF","CORCOR06_HF","03","WL0","warm","long","chill0"
"CORCOR06_HF_04","CORCOR","06","HF","CORCOR06_HF","04","WS0","warm","short","chill0"
"CORCOR07_HF_01","CORCOR","07","HF","CORCOR07_HF","01","CL0","cool","long","chill0"
"CORCOR07_HF_02","CORCOR","07","HF","CORCOR07_HF","02","WS0","warm","short","chill0"
"CORCOR07_HF_03","CORCOR","07","HF","CORCOR07_HF","03","CS0","cool","short","chill0"
"CORCOR07_HF_04","CORCOR","07","HF","CORCOR07_HF","04","WL0","warm","long","chill0"
"CORCOR07_SH_01","CORCOR","07","SH","CORCOR07_SH","01","CL0","cool","long","chill0"
"CORCOR07_SH_02","CORCOR","07","SH","CORCOR07_SH","02","WL0","warm","long","chill0"
"CORCOR07_SH_03","CORCOR","07","SH","CORCOR07_SH","03","CS0","cool","short","chill0"
"CORCOR07_SH_04","CORCOR","07","SH","CORCOR07_SH","04","WS0","warm","short","chill0"
"CORCOR08_HF_01","CORCOR","08","HF","CORCOR08_HF","01","WS0","warm","short","chill0"
"CORCOR08_HF_02","CORCOR","08","HF","CORCOR08_HF","02","CS0","cool","short","chill0"
"CORCOR08_HF_03","CORCOR","08","HF","CORCOR08_HF","03","CL0","cool","long","chill0"
