"id","sp","rep","site","ind","twig","treatcode","warm","photo","chill","position","gen","row","col"
"ACESAC07_HF_02","ACESAC","07","HF","ACESAC07_HF","02","CS0","cool","short","chill0",10,"ACE",2,2
"NYSSYL10_HF_03","NYSSYL","10","HF","NYSSYL10_HF","03","CS0","cool","short","chill0",11,"NYS",3,2
"POPGRA01_SH_03","POPGRA","01","SH","POPGRA01_SH","03","CS0","cool","short","chill0",11,"POP",3,2
"QUERUB23_HF_09","QUERUB","23","HF","QUERUB23_HF","09","CS0","cool","short","chill0",12,"QUE",4,2
"ILEMUC03_HF_02","ILEMUC","03","HF","ILEMUC03_HF","02","CS0","cool","short","chill0",12,"ILE",4,2
"KALANG99_SH_01","KALANG","99","SH","KALANG99_SH","01","CS0","cool","short","chill0",13,"KAL",5,2
"FRANIG06_HF_01","FRANIG","06","HF","FRANIG06_HF","01","CS0","cool","short","chill0",13,"FRA",5,2
"RHOPRI08_HF_02","RHOPRI","08","HF","RHOPRI08_HF","02","CS0","cool","short","chill0",14,"RHO",6,2
"SPIALB99_SH_03","SPIALB","99","SH","SPIALB99_SH","03","CS0","cool","short","chill0",14,"SPI",6,2
"VIBCAS02_HF_05","VIBCAS","02","HF","VIBCAS02_HF","05","CS0","cool","short","chill0",15,"VIB",7,2
"BETALL10_HF_06","BETALL","10","HF","BETALL10_HF","06","CS0","cool","short","chill0",15,"BET",7,2
"BETALL18_HF_11","BETALL","18","HF","BETALL18_HF","11","CS0","cool","short","chill0",16,"BET",8,2
"VIBCAS08_SH_10","VIBCAS","08","SH","VIBCAS08_SH","10","CS0","cool","short","chill0",16,"VIB",8,2
"VIBCAS07_SH_03","VIBCAS","07","SH","VIBCAS07_SH","03","CS0","cool","short","chill0",17,"VIB",1,3
"ALNINC04_SH_02","ALNINC","04","SH","ALNINC04_SH","02","CS0","cool","short","chill0",17,"ALN",1,3
"CORCOR05_SH_04","CORCOR","05","SH","CORCOR05_SH","04","CS0","cool","short","chill0",18,"COR",2,3
"BETPAP06_SH_08","BETPAP","06","SH","BETPAP06_SH","08","CS0","cool","short","chill0",18,"BET",2,3
"QUEVEL05_HF_03","QUEVEL","05","HF","QUEVEL05_HF","03","CS0","cool","short","chill0",19,"QUE",3,3
"ACERUB10_HF_11","ACERUB","10","HF","ACERUB10_HF","11","CS0","cool","short","chill0",19,"ACE",3,3
"HAMVIR12_HF_02","HAMVIR","12","HF","HAMVIR12_HF","02","CS0","cool","short","chill0",20,"HAM",4,3
"SPIALB03_SH_04","SPIALB","03","SH","SPIALB03_SH","04","CS0","cool","short","chill0",20,"SPI",4,3
"KALANG07_SH_02","KALANG","07","SH","KALANG07_SH","02","CS0","cool","short","chill0",21,"KAL",5,3
"FAGGRA09_HF_02","FAGGRA","09","HF","FAGGRA09_HF","02","CS0","cool","short","chill0",21,"FAG",5,3
"QUEALB09_HF_01","QUEALB","09","HF","QUEALB09_HF","01","CS0","cool","short","chill0",22,"QUE",6,3
"ACERUB07_SH_02","ACERUB","07","SH","ACERUB07_SH","02","CS0","cool","short","chill0",22,"ACE",6,3
"PRUPEN08_SH_03","PRUPEN","08","SH","PRUPEN08_SH","03","CS0","cool","short","chill0",23,"PRU",7,3
"AROMEL04_HF_02","AROMEL","04","HF","AROMEL04_HF","02","CS0","cool","short","chill0",23,"ARO",7,3
"ACESAC05_HF_12","ACESAC","05","HF","ACESAC05_HF","12","CS0","cool","short","chill0",24,"ACE",8,3
"VACMYR03_SH_01","VACMYR","03","SH","VACMYR03_SH","01","CS0","cool","short","chill0",24,"VAC",8,3
"RHOPRI06_HF_01","RHOPRI","06","HF","RHOPRI06_HF","01","CS0","cool","short","chill0",25,"RHO",1,4
"PRUPEN06_SH_03","PRUPEN","06","SH","PRUPEN06_SH","03","CS0","cool","short","chill0",25,"PRU",1,4
"FAGGRA14_HF_07","FAGGRA","14","HF","FAGGRA14_HF","07","CS0","cool","short","chill0",26,"FAG",2,4
"KALANG07_HF_03","KALANG","07","HF","KALANG07_HF","03","CS0","cool","short","chill0",26,"KAL",2,4
"ACERUB99_HF_08","ACERUB","99","HF","ACERUB99_HF","08","CS0","cool","short","chill0",27,"ACE",3,4
"PRUPEN04_HF_03","PRUPEN","04","HF","PRUPEN04_HF","03","CS0","cool","short","chill0",27,"PRU",3,4
"CORCOR06_HF_01","CORCOR","06","HF","CORCOR06_HF","01","CS0","cool","short","chill0",28,"COR",4,4
"SPIALB04_HF_03","SPIALB","04","HF","SPIALB04_HF","03","CS0","cool","short","chill0",28,"SPI",4,4
"AROMEL06_HF_03","AROMEL","06","HF","AROMEL06_HF","03","CS0","cool","short","chill0",29,"ARO",5,4
"ILEMUC06_HF_10","ILEMUC","06","HF","ILEMUC06_HF","10","CS0","cool","short","chill0",29,"ILE",5,4
"NYSSYL06_HF_01","NYSSYL","06","HF","NYSSYL06_HF","01","CS0","cool","short","chill0",30,"NYS",6,4
"ILEMUC06_SH_03","ILEMUC","06","SH","ILEMUC06_SH","03","CS0","cool","short","chill0",30,"ILE",6,4
"BETALL09_SH_05","BETALL","09","SH","BETALL09_SH","05","CS0","cool","short","chill0",31,"BET",7,4
"FRANIG01_SH_04","FRANIG","01","SH","FRANIG01_SH","04","CS0","cool","short","chill0",31,"FRA",7,4
"BETALL10_SH_09","BETALL","10","SH","BETALL10_SH","09","CS0","cool","short","chill0",32,"BET",8,4
"HAMVIR11_HF_02","HAMVIR","11","HF","HAMVIR11_HF","02","CS0","cool","short","chill0",32,"HAM",8,4
"SPIALB05_HF_04","SPIALB","05","HF","SPIALB05_HF","04","CS0","cool","short","chill0",33,"SPI",1,5
"FRANIG08_SH_03","FRANIG","08","SH","FRANIG08_SH","03","CS0","cool","short","chill0",33,"FRA",1,5
"FRANIG09_SH_01","FRANIG","09","SH","FRANIG09_SH","01","CS0","cool","short","chill0",34,"FRA",2,5
"ACESAC99_HF_05","ACESAC","99","HF","ACESAC99_HF","05","CS0","cool","short","chill0",34,"ACE",2,5
"FRANIG06_SH_01","FRANIG","06","SH","FRANIG06_SH","01","CS0","cool","short","chill0",35,"FRA",3,5
"VACMYR01_HF_01","VACMYR","01","HF","VACMYR01_HF","01","CS0","cool","short","chill0",35,"VAC",3,5
"VIBLAN10_HF_09","VIBLAN","10","HF","VIBLAN10_HF","09","CS0","cool","short","chill0",36,"VIB",4,5
"RHOPRI05_HF_01","RHOPRI","05","HF","RHOPRI05_HF","01","CS0","cool","short","chill0",36,"RHO",4,5
"ALNINC04_HF_02","ALNINC","04","HF","ALNINC04_HF","02","CS0","cool","short","chill0",37,"ALN",5,5
"CORCOR07_SH_03","CORCOR","07","SH","CORCOR07_SH","03","CS0","cool","short","chill0",37,"COR",5,5
"SPIALB06_HF_04","SPIALB","06","HF","SPIALB06_HF","04","CS0","cool","short","chill0",38,"SPI",6,5
"VIBCAS07_HF_05","VIBCAS","07","HF","VIBCAS07_HF","05","CS0","cool","short","chill0",38,"VIB",6,5
"VIBCAS03_HF_11","VIBCAS","03","HF","VIBCAS03_HF","11","CS0","cool","short","chill0",39,"VIB",7,5
"BETPAP14_HF_02","BETPAP","14","HF","BETPAP14_HF","02","CS0","cool","short","chill0",39,"BET",7,5
"LONCAN07_HF_03","LONCAN","07","HF","LONCAN07_HF","03","CS0","cool","short","chill0",40,"LON",8,5
"PRUPEN08_HF_02","PRUPEN","08","HF","PRUPEN08_HF","02","CS0","cool","short","chill0",40,"PRU",8,5
"ACESAC02_SH_01","ACESAC","02","SH","ACESAC02_SH","01","CS0","cool","short","chill0",41,"ACE",1,6
"POPGRA03_HF_06","POPGRA","03","HF","POPGRA03_HF","06","CS0","cool","short","chill0",41,"POP",1,6
"KALANG14_HF_01","KALANG","14","HF","KALANG14_HF","01","CS0","cool","short","chill0",42,"KAL",2,6
"ALNINC02_SH_03","ALNINC","02","SH","ALNINC02_SH","03","CS0","cool","short","chill0",42,"ALN",2,6
"BETPAP06_HF_08","BETPAP","06","HF","BETPAP06_HF","08","CS0","cool","short","chill0",43,"BET",3,6
"FAGGRA04_SH_08","FAGGRA","04","SH","FAGGRA04_SH","08","CS0","cool","short","chill0",43,"FAG",3,6
"BETPAP09_SH_10","BETPAP","09","SH","BETPAP09_SH","10","CS0","cool","short","chill0",44,"BET",4,6
"NYSSYL03_HF_01","NYSSYL","03","HF","NYSSYL03_HF","01","CS0","cool","short","chill0",44,"NYS",4,6
"ACEPEN04_HF_01","ACEPEN","04","HF","ACEPEN04_HF","01","CS0","cool","short","chill0",45,"ACE",5,6
"HAMVIR09_HF_04","HAMVIR","09","HF","HAMVIR09_HF","04","CS0","cool","short","chill0",45,"HAM",5,6
"CORCOR08_HF_02","CORCOR","08","HF","CORCOR08_HF","02","CS0","cool","short","chill0",46,"COR",6,6
"ACEPEN04_SH_05","ACEPEN","04","SH","ACEPEN04_SH","05","CS0","cool","short","chill0",46,"ACE",6,6
"ACERUB05_SH_08","ACERUB","05","SH","ACERUB05_SH","08","CS0","cool","short","chill0",47,"ACE",7,6
"CORCOR11_SH_03","CORCOR","11","SH","CORCOR11_SH","03","CS0","cool","short","chill0",47,"COR",7,6
"QUERUB15_HF_06","QUERUB","15","HF","QUERUB15_HF","06","CS0","cool","short","chill0",48,"QUE",8,6
"BETLEN11_HF_03","BETLEN","11","HF","BETLEN11_HF","03","CS0","cool","short","chill0",48,"BET",8,6
"HAMVIR10_HF_04","HAMVIR","10","HF","HAMVIR10_HF","04","CS0","cool","short","chill0",49,"HAM",1,7
"QUERUB21_HF_09","QUERUB","21","HF","QUERUB21_HF","09","CS0","cool","short","chill0",49,"QUE",1,7
"ACERUB08_SH_09","ACERUB","08","SH","ACERUB08_SH","09","CS0","cool","short","chill0",50,"ACE",2,7
"RHAFRA01_HF_04","RHAFRA","01","HF","RHAFRA01_HF","04","CS0","cool","short","chill0",50,"RHA",2,7
"HAMVIR08_HF_04","HAMVIR","08","HF","HAMVIR08_HF","04","CS0","cool","short","chill0",51,"HAM",3,7
"QUERUB10_SH_08","QUERUB","10","SH","QUERUB10_SH","08","CS0","cool","short","chill0",51,"QUE",3,7
"BETALL01_SH_11","BETALL","01","SH","BETALL01_SH","11","CS0","cool","short","chill0",52,"BET",4,7
"VIBLAN04_SH_07","VIBLAN","04","SH","VIBLAN04_SH","07","CS0","cool","short","chill0",52,"VIB",4,7
"SPIALB99_SH_03","SPIALB","99","SH","SPIALB99_SH","03","CS0","cool","short","chill0",53,"SPI",5,7
"FRANIG05_SH_03","FRANIG","05","SH","FRANIG05_SH","03","CS0","cool","short","chill0",53,"FRA",5,7
"FAGGRA02_SH_06","FAGGRA","02","SH","FAGGRA02_SH","06","CS0","cool","short","chill0",54,"FAG",6,7
"LONCAN04_HF_04","LONCAN","04","HF","LONCAN04_HF","04","CS0","cool","short","chill0",54,"LON",6,7
"BETLEN06_HF_02","BETLEN","06","HF","BETLEN06_HF","02","CS0","cool","short","chill0",55,"BET",7,7
"QUEALB11_HF_01","QUEALB","11","HF","QUEALB11_HF","01","CS0","cool","short","chill0",55,"QUE",7,7
"RHOPRI04_HF_02","RHOPRI","04","HF","RHOPRI04_HF","02","CS0","cool","short","chill0",56,"RHO",8,7
"ACESAC10_SH_04","ACESAC","10","SH","ACESAC10_SH","04","CS0","cool","short","chill0",56,"ACE",8,7
"BETALL17_HF_09","BETALL","17","HF","BETALL17_HF","09","CS0","cool","short","chill0",57,"BET",1,8
"VIBLAN09_SH_03","VIBLAN","09","SH","VIBLAN09_SH","03","CS0","cool","short","chill0",57,"VIB",1,8
"FAGGRA11_HF_12","FAGGRA","11","HF","FAGGRA11_HF","12","CS0","cool","short","chill0",58,"FAG",2,8
"PRUPEN02_SH_01","PRUPEN","02","SH","PRUPEN02_SH","01","CS0","cool","short","chill0",58,"PRU",2,8
"VACMYR04_SH_03","VACMYR","04","SH","VACMYR04_SH","03","CS0","cool","short","chill0",59,"VAC",3,8
"HAMVIR07_HF_01","HAMVIR","07","HF","HAMVIR07_HF","01","CS0","cool","short","chill0",59,"HAM",3,8
"ILEMUC05_HF_05","ILEMUC","05","HF","ILEMUC05_HF","05","CS0","cool","short","chill0",60,"ILE",4,8
"PRUPEN07_HF_02","PRUPEN","07","HF","PRUPEN07_HF","02","CS0","cool","short","chill0",60,"PRU",4,8
"LYOLIG33_HF_02","LYOLIG","33","HF","LYOLIG33_HF","02","CS0","cool","short","chill0",61,"LYO",5,8
"FAGGRA05_SH_02","FAGGRA","05","SH","FAGGRA05_SH","02","CS0","cool","short","chill0",61,"FAG",5,8
"VACMYR02_SH_03","VACMYR","02","SH","VACMYR02_SH","03","CS0","cool","short","chill0",62,"VAC",6,8
"FRANIG01_HF_01","FRANIG","01","HF","FRANIG01_HF","01","CS0","cool","short","chill0",62,"FRA",6,8
"POPGRA06_HF_09","POPGRA","06","HF","POPGRA06_HF","09","CS0","cool","short","chill0",63,"POP",7,8
"RHAFRA12_HF_03","RHAFRA","12","HF","RHAFRA12_HF","03","CS0","cool","short","chill0",63,"RHA",7,8
"ACEPEN06_SH_01","ACEPEN","06","SH","ACEPEN06_SH","01","CS0","cool","short","chill0",64,"ACE",8,8
"VIBLAN02_SH_07","VIBLAN","02","SH","VIBLAN02_SH","07","CS0","cool","short","chill0",64,"VIB",8,8
"LYOLIG09_HF_03","LYOLIG","09","HF","LYOLIG09_HF","03","CS0","cool","short","chill0",65,"LYO",1,9
"QUEVEL09_HF_01","QUEVEL","09","HF","QUEVEL09_HF","01","CS0","cool","short","chill0",65,"QUE",1,9
"BETLEN10_HF_02","BETLEN","10","HF","BETLEN10_HF","02","CS0","cool","short","chill0",66,"BET",2,9
"ALNINC06_SH_04","ALNINC","06","SH","ALNINC06_SH","04","CS0","cool","short","chill0",66,"ALN",2,9
"ACESAC03_SH_01","ACESAC","03","SH","ACESAC03_SH","01","CS0","cool","short","chill0",67,"ACE",3,9
"FAGGRA07_SH_07","FAGGRA","07","SH","FAGGRA07_SH","07","CS0","cool","short","chill0",67,"FAG",3,9
"BETPAP07_SH_05","BETPAP","07","SH","BETPAP07_SH","05","CS0","cool","short","chill0",68,"BET",4,9
"LONCAN02_HF_02","LONCAN","02","HF","LONCAN02_HF","02","CS0","cool","short","chill0",68,"LON",4,9
"VIBCAS08_HF_08","VIBCAS","08","HF","VIBCAS08_HF","08","CS0","cool","short","chill0",69,"VIB",5,9
"CORCOR08_SH_04","CORCOR","08","SH","CORCOR08_SH","04","CS0","cool","short","chill0",69,"COR",5,9
"LYOLIG07_HF_02","LYOLIG","07","HF","LYOLIG07_HF","02","CS0","cool","short","chill0",70,"LYO",6,9
"BETALL08_SH_06","BETALL","08","SH","BETALL08_SH","06","CS0","cool","short","chill0",70,"BET",6,9
"VACMYR05_HF_04","VACMYR","05","HF","VACMYR05_HF","04","CS0","cool","short","chill0",71,"VAC",7,9
"BETPAP13_HF_01","BETPAP","13","HF","BETPAP13_HF","01","CS0","cool","short","chill0",71,"BET",7,9
"SPIALB06_SH_01","SPIALB","06","SH","SPIALB06_SH","01","CS0","cool","short","chill0",72,"SPI",8,9
"ACERUB13_HF_11","ACERUB","13","HF","ACERUB13_HF","11","CS0","cool","short","chill0",72,"ACE",8,9
"NYSSYL14_HF_02","NYSSYL","14","HF","NYSSYL14_HF","02","CS0","cool","short","chill0",73,"NYS",1,10
"LONCAN05_SH_03","LONCAN","05","SH","LONCAN05_SH","03","CS0","cool","short","chill0",73,"LON",1,10
"POPGRA02_SH_08","POPGRA","02","SH","POPGRA02_SH","08","CS0","cool","short","chill0",74,"POP",2,10
"PRUPEN06_HF_02","PRUPEN","06","HF","PRUPEN06_HF","02","CS0","cool","short","chill0",74,"PRU",2,10
"BETLEN05_HF_03","BETLEN","05","HF","BETLEN05_HF","03","CS0","cool","short","chill0",75,"BET",3,10
"CORCOR10_HF_02","CORCOR","10","HF","CORCOR10_HF","02","CS0","cool","short","chill0",75,"COR",3,10
"POPGRA02_HF_03","POPGRA","02","HF","POPGRA02_HF","03","CS0","cool","short","chill0",76,"POP",4,10
"LYOLIG05_HF_03","LYOLIG","05","HF","LYOLIG05_HF","03","CS0","cool","short","chill0",76,"LYO",4,10
"ACESAC07_SH_01","ACESAC","07","SH","ACESAC07_SH","01","CS0","cool","short","chill0",77,"ACE",5,10
"ALNINC07_HF_02","ALNINC","07","HF","ALNINC07_HF","02","CS0","cool","short","chill0",77,"ALN",5,10
"PRUPEN04_SH_03","PRUPEN","04","SH","PRUPEN04_SH","03","CS0","cool","short","chill0",78,"PRU",6,10
"ILEMUC08_HF_12","ILEMUC","08","HF","ILEMUC08_HF","12","CS0","cool","short","chill0",78,"ILE",6,10
"FRANIG03_HF_02","FRANIG","03","HF","FRANIG03_HF","02","CS0","cool","short","chill0",79,"FRA",7,10
"ACERUB09_SH_09","ACERUB","09","SH","ACERUB09_SH","09","CS0","cool","short","chill0",79,"ACE",7,10
"LONCAN01_HF_04","LONCAN","01","HF","LONCAN01_HF","04","CS0","cool","short","chill0",80,"LON",8,10
"ACERUB06_SH_06","ACERUB","06","SH","ACERUB06_SH","06","CS0","cool","short","chill0",80,"ACE",8,10
"VIBLAN05_SH_08","VIBLAN","05","SH","VIBLAN05_SH","08","CS0","cool","short","chill0",81,"VIB",1,11
"BETPAP10_SH_03","BETPAP","10","SH","BETPAP10_SH","03","CS0","cool","short","chill0",81,"BET",1,11
"POPGRA05_SH_11","POPGRA","05","SH","POPGRA05_SH","11","CS0","cool","short","chill0",82,"POP",2,11
"ALNINC07_SH_04","ALNINC","07","SH","ALNINC07_SH","04","CS0","cool","short","chill0",82,"ALN",2,11
"QUERUB20_HF_10","QUERUB","20","HF","QUERUB20_HF","10","CS0","cool","short","chill0",83,"QUE",3,11
"VACMYR03_HF_04","VACMYR","03","HF","VACMYR03_HF","04","CS0","cool","short","chill0",83,"VAC",3,11
"PRUPEN09_SH_03","PRUPEN","09","SH","PRUPEN09_SH","03","CS0","cool","short","chill0",84,"PRU",4,11
"NYSSYL13_HF_01","NYSSYL","13","HF","NYSSYL13_HF","01","CS0","cool","short","chill0",84,"NYS",4,11
"FAGGRA13_HF_10","FAGGRA","13","HF","FAGGRA13_HF","10","CS0","cool","short","chill0",85,"FAG",5,11
"QUERUB04_SH_12","QUERUB","04","SH","QUERUB04_SH","12","CS0","cool","short","chill0",85,"QUE",5,11
"SPIALB01_HF_01","SPIALB","01","HF","SPIALB01_HF","01","CS0","cool","short","chill0",86,"SPI",6,11
"VACMYR10_HF_03","VACMYR","10","HF","VACMYR10_HF","03","CS0","cool","short","chill0",86,"VAC",6,11
"BETPAP15_HF_03","BETPAP","15","HF","BETPAP15_HF","03","CS0","cool","short","chill0",87,"BET",7,11
"ILEMUC05_SH_04","ILEMUC","05","SH","ILEMUC05_SH","04","CS0","cool","short","chill0",87,"ILE",7,11
"ALNINC01_HF_01","ALNINC","01","HF","ALNINC01_HF","01","CS0","cool","short","chill0",88,"ALN",8,11
"QUERUB06_SH_10","QUERUB","06","SH","QUERUB06_SH","10","CS0","cool","short","chill0",88,"QUE",8,11
"POPGRA07_HF_01","POPGRA","07","HF","POPGRA07_HF","01","CS0","cool","short","chill0",89,"POP",1,12
"CORCOR09_SH_02","CORCOR","09","SH","CORCOR09_SH","02","CS0","cool","short","chill0",89,"COR",1,12
"VIBLAN12_HF_09","VIBLAN","12","HF","VIBLAN12_HF","09","CS0","cool","short","chill0",90,"VIB",2,12
"KALANG09_HF_03","KALANG","09","HF","KALANG09_HF","03","CS0","cool","short","chill0",90,"KAL",2,12
"ACEPEN12_HF_03","ACEPEN","12","HF","ACEPEN12_HF","03","CS0","cool","short","chill0",91,"ACE",3,12
"BETALL20_HF_02","BETALL","20","HF","BETALL20_HF","02","CS0","cool","short","chill0",91,"BET",3,12
"KALANG08_SH_04","KALANG","08","SH","KALANG08_SH","04","CS0","cool","short","chill0",92,"KAL",4,12
"PRUPEN05_HF_03","PRUPEN","05","HF","PRUPEN05_HF","03","CS0","cool","short","chill0",92,"PRU",4,12
"AROMEL08_HF_02","AROMEL","08","HF","AROMEL08_HF","02","CS0","cool","short","chill0",93,"ARO",5,12
"VIBCAS06_SH_04","VIBCAS","06","SH","VIBCAS06_SH","04","CS0","cool","short","chill0",93,"VIB",5,12
"FRANIG05_HF_01","FRANIG","05","HF","FRANIG05_HF","01","CS0","cool","short","chill0",94,"FRA",6,12
"QUEVEL06_HF_01","QUEVEL","06","HF","QUEVEL06_HF","01","CS0","cool","short","chill0",94,"QUE",6,12
"PRUPEN03_SH_02","PRUPEN","03","SH","PRUPEN03_SH","02","CS0","cool","short","chill0",95,"PRU",7,12
"ALNINC05_SH_03","ALNINC","05","SH","ALNINC05_SH","03","CS0","cool","short","chill0",95,"ALN",7,12
"ACESAC09_SH_08","ACESAC","09","SH","ACESAC09_SH","08","CS0","cool","short","chill0",96,"ACE",8,12
"LONCAN06_HF_02","LONCAN","06","HF","LONCAN06_HF","02","CS0","cool","short","chill0",96,"LON",8,12
"ACESAC06_HF_11","ACESAC","06","HF","ACESAC06_HF","11","CS0","cool","short","chill0",97,"ACE",1,13
"ALNINC05_HF_02","ALNINC","05","HF","ALNINC05_HF","02","CS0","cool","short","chill0",97,"ALN",1,13
"VIBLAN06_SH_10","VIBLAN","06","SH","VIBLAN06_SH","10","CS0","cool","short","chill0",98,"VIB",2,13
"KALANG13_HF_03","KALANG","13","HF","KALANG13_HF","03","CS0","cool","short","chill0",98,"KAL",2,13
"RHAFRA16_HF_03","RHAFRA","16","HF","RHAFRA16_HF","03","CS0","cool","short","chill0",99,"RHA",3,13
"BETPAP08_SH_05","BETPAP","08","SH","BETPAP08_SH","05","CS0","cool","short","chill0",99,"BET",3,13
"VIBCAS04_SH_10","VIBCAS","04","SH","VIBCAS04_SH","10","CS0","cool","short","chill0",100,"VIB",4,13
"ILEMUC04_SH_01","ILEMUC","04","SH","ILEMUC04_SH","01","CS0","cool","short","chill0",100,"ILE",4,13
"ACERUB14_HF_08","ACERUB","14","HF","ACERUB14_HF","08","CS0","cool","short","chill0",101,"ACE",5,13
"ILEMUC03_SH_05","ILEMUC","03","SH","ILEMUC03_SH","05","CS0","cool","short","chill0",101,"ILE",5,13
"PRUPEN09_HF_04","PRUPEN","09","HF","PRUPEN09_HF","04","CS0","cool","short","chill0",102,"PRU",6,13
"ACEPEN01_HF_02","ACEPEN","01","HF","ACEPEN01_HF","02","CS0","cool","short","chill0",102,"ACE",6,13
"AROMEL11_HF_02","AROMEL","11","HF","AROMEL11_HF","02","CS0","cool","short","chill0",103,"ARO",7,13
"BETALL02_SH_03","BETALL","02","SH","BETALL02_SH","03","CS0","cool","short","chill0",103,"BET",7,13
"VIBLAN04_HF_12","VIBLAN","04","HF","VIBLAN04_HF","12","CS0","cool","short","chill0",104,"VIB",8,13
"VACMYR04_HF_03","VACMYR","04","HF","VACMYR04_HF","03","CS0","cool","short","chill0",104,"VAC",8,13
"ACESAC02_HF_05","ACESAC","02","HF","ACESAC02_HF","05","CS0","cool","short","chill0",105,"ACE",1,14
"POPGRA08_SH_10","POPGRA","08","SH","POPGRA08_SH","10","CS0","cool","short","chill0",105,"POP",1,14
"RHOPRI03_HF_01","RHOPRI","03","HF","RHOPRI03_HF","01","CS0","cool","short","chill0",106,"RHO",2,14
"VIBLAN03_HF_04","VIBLAN","03","HF","VIBLAN03_HF","04","CS0","cool","short","chill0",106,"VIB",2,14
"PRUPEN12_HF_02","PRUPEN","12","HF","PRUPEN12_HF","02","CS0","cool","short","chill0",107,"PRU",3,14
"KALANG05_SH_03","KALANG","05","SH","KALANG05_SH","03","CS0","cool","short","chill0",107,"KAL",3,14
"VIBCAS05_SH_10","VIBCAS","05","SH","VIBCAS05_SH","10","CS0","cool","short","chill0",108,"VIB",4,14
"BETLEN08_HF_01","BETLEN","08","HF","BETLEN08_HF","01","CS0","cool","short","chill0",108,"BET",4,14
"CORCOR10_SH_04","CORCOR","10","SH","CORCOR10_SH","04","CS0","cool","short","chill0",109,"COR",5,14
"LONCAN05_HF_01","LONCAN","05","HF","LONCAN05_HF","01","CS0","cool","short","chill0",109,"LON",5,14
"QUEALB08_HF_03","QUEALB","08","HF","QUEALB08_HF","03","CS0","cool","short","chill0",110,"QUE",6,14
"ILEMUC07_HF_06","ILEMUC","07","HF","ILEMUC07_HF","06","CS0","cool","short","chill0",110,"ILE",6,14
"QUEVEL03_HF_04","QUEVEL","03","HF","QUEVEL03_HF","04","CS0","cool","short","chill0",111,"QUE",7,14
"POPGRA06_SH_05","POPGRA","06","SH","POPGRA06_SH","05","CS0","cool","short","chill0",111,"POP",7,14
"QUEVEL01_HF_03","QUEVEL","01","HF","QUEVEL01_HF","03","CS0","cool","short","chill0",112,"QUE",8,14
"BETALL16_HF_11","BETALL","16","HF","BETALL16_HF","11","CS0","cool","short","chill0",112,"BET",8,14
"QUEALB16_HF_02","QUEALB","16","HF","QUEALB16_HF","02","CS0","cool","short","chill0",113,"QUE",1,15
"CORCOR07_HF_03","CORCOR","07","HF","CORCOR07_HF","03","CS0","cool","short","chill0",113,"COR",1,15
"ACEPEN08_SH_07","ACEPEN","08","SH","ACEPEN08_SH","07","CS0","cool","short","chill0",114,"ACE",2,15
"LYOLIG08_HF_01","LYOLIG","08","HF","LYOLIG08_HF","01","CS0","cool","short","chill0",114,"LYO",2,15
"ACEPEN11_HF_04","ACEPEN","11","HF","ACEPEN11_HF","04","CS0","cool","short","chill0",115,"ACE",3,15
